locus_tag,gene_name,logFC,Pvalue,q.value
P_05042,namA_4,-0.041520345,0.849968724,0.959292568
P_05043,,0.014528264,0.95762164,0.984352242
P_05044,,-0.615485704,0.07849091,
P_05045,,-0.550984934,0.131727495,0.467682695
P_05046,,0.838429759,0.000363195,0.011594311
P_05047,pctB,0.028561156,0.908583113,0.97216211
P_00504,,-0.068098732,0.788288113,0.947067519
P_05048,quiA,-0.437920599,0.16566961,0.522838126
P_05049,oprB_2,0.069759143,0.808950475,0.952831922
P_05050,xylR,-0.150883763,0.593094389,0.871100095
P_05051,,-0.158400687,0.609068353,
P_05052,,-0.093552698,0.815230144,
P_05053,xylA,0.08726614,0.798441588,
P_05054,xylF,0.618765775,0.09317488,
P_05055,xylG,0.167932956,0.605734274,
P_05056,xylH,0.236477768,0.552108243,
P_05057,,0.290350857,0.442226931,
P_00005,xerC_1,0.21311938,0.388641912,0.76230392
P_00050,,0.0029966,0.989220578,0.995343961
P_00505,,0.079501893,0.77659186,0.943048187
P_05058,,-0.414415604,0.350098765,
P_05059,hiuH,0.284324834,0.45983098,
P_05060,crp,0.099991298,0.703029339,0.918163191
P_05061,,-0.145299518,0.615782753,0.882357441
P_05062,yigB,-0.129819577,0.667328882,
P_05063,xerC_7,-0.03993555,0.873336875,0.963757813
P_05064,,-0.230802399,0.322207954,0.70542011
P_05065,dapF_1,-0.056662324,0.806013994,0.952558679
P_05066,lysA,-0.0156004,0.944520137,0.981240771
P_05067,,-0.144719462,0.63963573,
P_00506,exbD_1,-0.739111708,0.031317503,
P_05068,cyaY,-0.022550037,0.934127923,0.978545531
P_05069,,0.362016865,0.30450575,
P_05070,rnk,-0.465239611,0.114801398,0.441135001
P_05071,,-0.230218075,0.337478202,0.720044321
P_05072,,-0.414874031,0.106207939,0.426816692
P_05073,,-0.208759131,0.485975309,
P_05074,,-0.275930748,0.269586166,0.651914769
P_05075,argH_2,-0.042867204,0.847925793,0.958412836
P_05076,lytR,0.157775737,0.469342309,0.814209719
P_05077,hemC,0.240178402,0.309502542,0.694706728
P_00507,tolQ_1,-0.937470512,0.001027344,0.02459698
P_05078,hemD,0.146109652,0.516434711,0.830699244
P_05079,hemX,0.001247045,0.995548198,0.997150046
P_05080,hemY,-0.252200523,0.265110352,0.647987168
P_05081,dsbB_2,0.039377197,0.897951611,
P_05082,rsd,-0.428971286,0.087185653,0.386285186
P_05083,mip,-0.566184865,0.050486366,0.283558763
P_05084,,-0.390841191,0.077860288,0.36622532
P_05085,dauB,-0.551538583,0.0722462,
P_05086,dauA_1,0.141218715,0.612027855,0.881915139
P_05087,dauR,0.121709295,0.690173608,
P_00508,,-0.390179086,0.140392608,0.480229897
P_05088,argT_3,0.175156969,0.498110516,0.828705023
P_05089,bauC_1,0.589781372,0.066591367,0.33565284
P_05090,pgrR_5,-0.162398292,0.580715887,
P_05091,fhuC,0.55462768,0.508271978,
P_05092,iorA_2,0.46765204,0.033775115,0.223015159
P_05093,iorB_2,0.463912298,0.032702697,0.21804887
P_05094,adhB_3,0.405458104,0.064070704,0.327813807
P_05095,,0.291586305,0.435403705,
P_05096,,0.148753006,0.536698606,0.839786047
P_05097,,-0.418907953,0.203810904,
P_00509,cysL_1,-0.239572639,0.37805733,0.751087301
P_05098,,-0.4651011,0.125467069,
P_05099,,-0.668171796,0.086014074,
P_05100,nucA,-0.472545927,0.094851706,0.404419087
P_05101,,0.037332754,0.923310672,
P_05102,,0.695256934,0.37870209,
P_05103,,0.172895771,0.493647491,0.827546399
P_05104,,0.060203745,0.940263163,
P_05105,gsiB_2,-0.382432586,0.205710724,
P_05106,clpP_2,0.101909158,0.77386833,
P_05107,,0.465304309,0.600179835,
P_00510,yycB_1,0.229076091,0.480307942,
P_05108,,1.153950437,0.259727376,
P_05109,,-0.103188073,0.735681383,
P_05110,cspA_3,-0.062466205,0.794837263,0.948775064
P_05111,gcvT_2,0.006363002,0.98170518,0.992670454
P_05112,sdaB,-0.01233125,0.970627042,
P_05113,gcvP,-0.226316094,0.341300364,0.722277802
P_05114,gcvH_2,-0.56305229,0.09550607,
P_05115,tyrR_2,0.237688551,0.316558455,0.700706487
P_05116,,-0.157042151,0.493140909,0.827496141
P_05117,arcC2,0.119750543,0.592238545,0.870870459
P_00511,btuB_1,-0.292565579,0.342921291,
P_05118,arcB,0.062443707,0.777514354,0.943048187
P_05119,arcA,0.288692614,0.184038771,0.55078911
P_05120,arcD_1,1.178870496,7.45168E-08,1.70106E-05
P_05121,arcD_2,0.138009102,0.621220459,0.883146147
P_05122,alkA,-0.137091822,0.627093147,0.885000121
P_05123,frc,-0.471981188,0.041447008,0.256298967
P_05124,sasA_18,-0.058005916,0.822338226,0.955510056
P_05125,,-0.533970226,0.05172718,0.287355588
P_05126,holA,0.137909144,0.56905288,0.857579262
P_05127,lptE,0.049174346,0.831897096,0.95592068
P_00512,argP_1,0.011471774,0.96517065,0.987844096
P_05128,leuS,0.175513572,0.424880093,0.783488218
P_05129,,-0.060317279,0.806168135,0.952558679
P_05130,,-0.114935953,0.641585951,0.894456999
P_05131,lnt,0.482076268,0.069142308,0.343011229
P_05132,corC,0.123416606,0.614293671,0.882357441
P_05133,ybeY,0.187450552,0.497841022,0.828705023
P_05134,ybeZ,0.311298112,0.18348828,0.550023053
P_05135,miaB,0.36230888,0.125272455,0.459911895
P_05136,,0.098173543,0.750816095,
P_05137,,0.132529087,0.587221916,0.867376098
P_00513,,0.187207548,0.609279635,
P_05138,hemL,-0.037373833,0.868585024,0.963757813
P_05139,thiE_2,-0.076420569,0.75939004,0.938289081
P_05140,thiD,-0.033167882,0.886261043,0.967072297
P_05141,rcsC_19,-0.103557809,0.661050342,0.901482938
P_05142,aidB,0.03536144,0.874736007,0.963757813
P_05143,sigE,0.253386771,0.525985671,
P_05144,,-0.183159022,0.454946638,0.799823229
P_05145,hemR,-0.321465726,0.267446505,0.649066079
P_05146,,-0.821822221,0.037618543,
P_05147,ybaN_1,0.415186911,0.307044445,
P_00514,,-0.004445309,0.996525552,
P_05148,mcpU_2,-0.592201432,0.01407614,0.131478908
P_05149,ydjA,-0.214526308,0.399335807,0.768518923
P_05150,,0.297998177,0.300104886,0.68222261
P_05151,,-0.029442843,0.909344336,0.97216211
P_05152,,-0.024348475,0.928389011,0.976801037
P_05153,,-0.292611017,0.213096123,0.58443616
P_05154,inaA,0.266164738,0.256061172,0.638327126
P_05155,ubiE_4,0.245570841,0.294590321,0.678188777
P_05156,sasA_19,-0.431185541,0.078282454,0.36622532
P_05157,czcR_5,-0.36177897,0.152196311,0.50394789
P_00051,,-0.072332061,0.750350116,0.935121015
P_00515,,-0.014189299,0.972807568,
P_05158,mdoB_2,-0.284207233,0.261482899,0.643961088
P_05159,lpxT_2,-0.399166225,0.261086206,
P_05160,infA,0.018979753,0.947387139,0.981902032
P_05161,bpt,0.092711869,0.73346998,0.931044996
P_05162,aat,-0.024383644,0.927255205,0.976679019
P_05163,ftsK,0.234029239,0.294867205,0.678188777
P_05164,lolA_2,0.077423628,0.744672678,0.935074931
P_05165,rarA,0.227646339,0.325009703,0.708646375
P_05166,crcB_2,0.205269479,0.433756082,0.789897107
P_05167,serS,0.024280876,0.914461545,0.972994984
P_00516,topB_1,0.073996685,0.804721578,
P_05168,cysG_2,0.262261541,0.263244041,0.645367046
P_05169,yqjG,0.028196296,0.908631254,0.97216211
P_05170,trpD_3,0.139023747,0.599954998,0.875667026
P_05171,tusE,-0.215551895,0.679999718,
P_05172,tusB,0.093594023,0.812986321,
P_05173,dsrF,0.110707827,0.684493618,0.909816251
P_05174,dsrE,-0.079482166,0.753452964,0.935673095
P_05175,yfdE_2,0.154989212,0.520034377,0.833255411
P_05176,sprT,0.302786747,0.258076351,0.639602021
P_05177,yohC,-0.536199581,0.027781686,0.198971749
P_00517,,0.524702514,0.378601683,
P_05178,ttcA,0.319359595,0.191418763,0.559410322
P_05179,,0.047623643,0.844345432,0.95787105
P_05180,rapA_4,0.407790958,0.065943533,0.332836618
P_05181,,0.333164727,0.182124042,0.547259289
P_05182,sufS_2,0.52070393,0.08248141,0.374778669
P_05183,,0.175782019,0.749363241,
P_05184,gcvA_6,-0.068107159,0.832603162,
P_05185,,-0.204815454,0.704632808,
P_05186,,0.792421903,0.01812208,
P_05187,,0.349827123,0.252160527,
P_00518,,0.078328173,0.759957649,0.938289081
P_05188,,0.085299958,0.776775165,
P_05189,,0.352204518,0.114663665,0.441059514
P_05190,draG_1,0.169020586,0.45276752,0.799823229
P_05191,,0.264720856,0.247801233,0.626209476
P_05192,rbsK_2,0.114905483,0.68349456,0.9096826
P_05193,,-0.730006113,0.002415541,0.044009973
P_05194,,-0.674193774,0.003023246,0.049371326
P_05195,,-0.491016213,0.030721105,0.210152611
P_05196,,-0.047262899,0.874120328,0.963757813
P_05197,,-0.042336058,0.878693742,0.96640787
P_00519,,-0.226784745,0.560326976,
P_05198,ycdF,0.574315475,0.022006792,0.172679348
P_05199,araF_2,-0.527603338,0.074835832,0.359807713
P_05200,,-0.027374816,0.951333993,
P_05201,,0.268702142,0.694891395,
P_05202,,0.40256145,0.123145733,0.45629892
P_05203,,0.25398833,0.341097884,0.722277802
P_05204,,-0.06794062,0.824563908,
P_05205,chpB,0.077463994,0.766026583,0.940128751
P_05206,chpS,0.020290342,0.937193013,0.979927199
P_05207,,-0.22863259,0.434896333,0.790064991
P_00520,,0.140891712,0.796435056,
P_05208,,-0.227464193,0.386735596,0.76104186
P_05209,umuC_3,-0.015860447,0.955779746,0.984352242
P_05210,,-0.05909476,0.806031001,0.952558679
P_05211,rep_5,-0.01131383,0.965363039,0.987844096
P_05212,recF_5,-0.330463956,0.168242943,0.524484661
P_05213,,0.079176245,0.83129966,
P_05214,,-0.132017276,0.608818739,0.879326369
P_05215,,0.087938172,0.785550787,
P_05216,,-0.028115508,0.921024009,0.974233507
P_05217,,0.274985525,0.53220971,
P_00521,,0.007627175,0.99108074,
P_05218,,-0.036021454,0.920106684,
P_05219,mshD_3,0.383184532,0.212652789,
P_05220,,0.487797084,0.062478447,0.321428373
P_05221,,-0.040741502,0.935831523,
P_05222,aroQ_2,-0.07212008,0.853936146,
P_05223,proP_9,0.185850188,0.469873153,0.814695306
P_05224,afr,-0.091569752,0.841785959,
P_05225,dmlR_17,-0.160588261,0.55817091,0.854763571
P_05226,dmlR_18,0.129807747,0.709528858,
P_05227,ydhP_3,-0.010743397,0.978200202,
P_00522,,-0.186196218,0.59534301,
P_05228,,-0.291438461,0.316707022,0.700706487
P_05229,cbs,-0.280074575,0.282301069,0.664931812
P_05230,metC,-0.538380549,0.027076246,0.195231236
P_05231,,0.036186703,0.874148824,0.963757813
P_05232,rutB_2,0.128623581,0.700395885,
P_05233,rppH_5,-0.069651963,0.873616797,
P_05234,,-0.160826456,0.596726984,0.874953767
P_05235,,-0.644671963,0.014484365,0.133908671
P_05236,tkt,-0.325617565,0.160261593,0.514241452
P_05237,uvrA_2,-0.425845539,0.081082428,0.37158634
P_00523,,0.175591392,0.821123443,
P_05238,rcsC_20,0.12436792,0.576194396,0.861753268
P_05239,dnaE2,-0.291421238,0.282885315,0.664931812
P_05240,imuB,-0.479547436,0.136739514,0.475532669
P_05241,sulA_2,-0.631868893,0.043286099,0.261076964
P_05242,lexA_2,-0.714884534,0.00638896,0.081111293
P_05243,nudK,-0.100385971,0.698323365,0.917636962
P_05244,menH_4,0.211097877,0.415181922,0.778324147
P_05245,lldD_4,-0.384626676,0.132766664,0.469557906
P_05246,glpR_2,-0.477880613,0.144155173,
P_05247,pepN,-0.292408297,0.192647068,0.559410322
P_00524,,-0.860178074,0.244122906,
P_05248,,-0.155255195,0.509529533,0.829029116
P_05249,,-0.298508158,0.314399115,0.70005429
P_05250,glpG,-0.149751286,0.520927603,0.833255411
P_05251,apaH_2,-0.387556126,0.089018739,0.389783105
P_05252,nadK,-0.072617778,0.756307985,0.937540765
P_05253,,-0.132002822,0.627891168,0.885000121
P_05254,,0.07942202,0.825362351,
P_05255,,0.069273987,0.814742345,0.954536593
P_05256,cobN,-0.310076032,0.181845885,0.547259289
P_05257,,-0.202632413,0.373487287,0.747859959
P_00052,,0.3669863,0.157674757,0.510094488
P_00525,,-0.111164609,0.845770707,
P_05258,,-0.260314154,0.296267915,0.678188777
P_05259,,-0.540223186,0.024360219,0.183069255
P_05260,cbiG,-0.612470444,0.092725771,
P_05261,cobM,0.052216753,0.844038956,0.95787105
P_05262,hemE,0.303859012,0.185127081,0.551395253
P_05263,gltD,0.069307133,0.759935862,0.938289081
P_05264,gltB,0.033159364,0.878669829,0.96640787
P_05265,damX,0.110001367,0.621895753,0.883146147
P_05266,aroB,0.136836888,0.543938905,0.845608645
P_05267,aroK,0.485786429,0.043857645,0.261674609
P_00526,,-0.062841751,0.895773143,
P_05268,pilQ,-0.268243417,0.387106839,
P_05269,,0.075172864,0.794194779,0.948449794
P_05270,,0.122657937,0.628188285,0.885000121
P_05271,,0.091093579,0.762566996,
P_05272,mrcA,0.513143872,0.021292141,0.169927665
P_05273,ycaD_3,0.175301999,0.45634681,0.800213773
P_05274,ycgR,-0.084322277,0.713582075,0.92198932
P_05275,,-0.030157717,0.897574848,0.970035317
P_05276,,-0.216464591,0.37101985,0.746136378
P_05277,,0.08092192,0.735037922,0.93126713
P_00527,,-0.00733081,0.990059025,
P_05278,cheV_3,-0.3906117,0.09708924,0.408825603
P_05279,cheR2,-0.144954258,0.53735046,0.84020916
P_05280,flgB,-0.369458032,0.149722029,0.49974243
P_05281,flgC,-0.124460727,0.600912832,0.875712943
P_05282,flgD,-0.279334905,0.307705496,0.691920546
P_05283,flgE,-0.483995764,0.051071409,0.284704047
P_05284,,0.047374985,0.917589543,
P_05285,,-0.102805067,0.644399222,0.894732748
P_05286,rstA_1,-0.17191746,0.50872495,0.829029116
P_05287,sasA_20,-0.184761511,0.515627852,0.830321006
P_00528,,-0.047263111,0.861112091,0.960362394
P_05288,opuE,0.513290006,0.059375025,0.312723944
P_05289,gbuA,0.962555276,0.001344998,0.029884368
P_05290,cmpR_5,-0.047895048,0.856929555,0.959292568
P_05291,,-0.036223274,0.912599592,
P_05292,cysM,0.601569006,0.010453405,0.111003792
P_05293,rlmD,0.49021939,0.04271578,0.260266623
P_05294,relA,0.213977842,0.333425902,0.716340362
P_05295,mazG,0.193734456,0.455053376,0.799823229
P_05296,,-0.339815517,0.180583114,0.54657855
P_05297,iutA,0.033274436,0.893800727,0.968478595
P_00529,,0.209789975,0.439308545,0.793056386
P_05298,mdtG_2,-0.106679222,0.761406259,
P_05299,,-0.162053099,0.597818106,
P_05300,,-0.601076031,0.023320879,0.178125729
P_05301,sotB_1,0.88867008,0.000327383,0.01082103
P_05302,,-0.011303882,0.969560808,0.988618514
P_05303,,0.469954957,0.060021664,0.313948235
P_05304,nimR_3,-0.382222741,0.222620201,
P_05305,,-0.008317208,0.977312243,
P_05306,,-0.529905858,0.031540386,0.213770245
P_05307,gshA_2,-0.198024121,0.500782266,0.829029116
P_00530,,-0.033988642,0.889900112,0.967623585
P_05308,prmC_3,-0.485847867,0.05644726,0.303353261
P_05309,,-0.407757152,0.071586135,0.351120224
P_05310,relE2,0.382569197,0.253386322,
P_05311,,0.020408959,0.962656534,
P_05312,,0.078846708,0.74537303,0.935074931
P_05313,,-0.259700761,0.627478163,
P_05314,sugB_2,-0.131764778,0.798816062,
P_05315,araP,0.207030555,0.690310826,
P_05316,sugC,0.166273892,0.725921692,
P_05317,ugpC_2,-0.222325445,0.71212993,
P_00531,,0.090684924,0.816637542,
P_05318,hpd,-0.060488594,0.809613606,0.953312364
P_05319,,0.000372142,0.999045404,
P_05320,rarD_2,-0.373544462,0.152740237,0.504450537
P_05321,gpr_2,-0.661678824,0.006363776,0.081111293
P_05322,dmlR_19,-0.190164393,0.512694294,0.829029116
P_05323,fabG_8,-0.020623437,0.952001356,
P_05324,nicT_2,0.822401756,0.011131353,0.114974546
P_05325,cdaR,-0.020171794,0.938823821,0.979927199
P_05326,garK,0.749113635,0.010461402,0.111003792
P_05327,,0.45770821,0.202979069,
P_00532,rhaR_1,0.318995968,0.174572366,0.534887438
P_05328,,-0.334501405,0.461200457,
P_05329,,-0.043954972,0.929646919,
P_05330,,-0.269055216,0.481297701,
P_05331,aaaT,-0.385306842,0.219457394,
P_05332,hisC_5,-0.326859971,0.323445789,
P_05333,,0.050560166,0.90459474,
P_05334,,-0.182502448,0.52972812,0.835245802
P_05335,,-0.005545669,0.990858729,
P_05336,ampR_2,-0.329789993,0.284256853,
P_05337,ampC,0.02957045,0.914594686,0.972994984
P_00533,,0.522764183,0.511801795,
P_05338,pnuC,0.165925562,0.562454034,0.855620664
P_05339,,0.064311523,0.83804082,
P_05340,rstB,-0.32368498,0.296687857,0.678188777
P_05341,rstA_2,-0.390389014,0.230118803,0.603153493
P_05342,,-0.116256134,0.661632873,0.901482938
P_05343,,0.262467351,0.375973166,0.748938546
P_05344,uspE,0.409201319,0.083232455,0.37590474
P_05345,,0.143582333,0.616302462,0.882357441
P_05346,acnB,-0.087065185,0.693264222,0.915634849
P_05347,ycaC_3,-0.274563217,0.28222333,0.664931812
P_00534,,-0.193355441,0.795111872,
P_05348,hdfR_5,-0.346348529,0.166711552,0.522838126
P_05349,ibpB,-0.757042833,0.000478199,0.014403807
P_05350,,-0.219562365,0.49024555,
P_05351,,-0.349970008,0.128022892,0.462890127
P_05352,rhaS_9,-0.305803917,0.347087618,
P_05353,yveA,-0.544657583,0.262655313,
P_05354,,-0.705428328,0.1487976,
P_05355,dapA_3,-0.511006535,0.284474374,
P_05356,,-0.179233416,0.586275272,
P_05357,dadA1_3,0.00130352,0.996467202,
P_00053,,0.187381335,0.59510021,
P_00535,,0.319173926,0.601761286,
P_05358,draG_2,0.003963059,0.989739142,
P_05359,cdhR_13,0.048175692,0.853283584,0.959292568
P_05360,,0.290320322,0.200588582,0.572781615
P_05361,purN_2,0.561714026,0.020653576,0.166611461
P_05362,purM,0.355942005,0.132049537,0.4681252
P_05363,,0.187734325,0.410843264,0.776397331
P_05364,,-0.037143317,0.883848641,0.966633691
P_05365,hda,0.31052028,0.185858608,0.551813912
P_05366,mepS,0.451865694,0.060774138,0.316144019
P_05367,,-0.01622257,0.948907025,0.982035948
P_00536,,-0.111141213,0.865968284,
P_05368,,-0.515504164,0.02685518,0.194765237
P_05369,cobO_2,-0.341608015,0.186402463,0.552989038
P_05370,cbiA,0.058088005,0.82278076,0.955510056
P_05371,bluB,-0.209910961,0.508086735,
P_05372,cobD,0.101597831,0.723348902,0.925876679
P_05373,hisC_6,-0.11893299,0.643003224,0.894456999
P_05374,cobQ,0.201045626,0.404089132,0.769631267
P_05375,livF_3,-0.209515111,0.495267075,
P_05376,lptB_4,-0.12473628,0.678088623,
P_05377,,-0.259898527,0.346236997,0.72602519
P_00537,,0.775109244,0.204243454,
P_05378,livH_2,-0.342112247,0.264805927,
P_05379,braC_2,-0.1570829,0.478828239,0.81962579
P_05380,,0.193064293,0.533116605,
P_05381,,0.059803709,0.801033953,0.951609992
P_05382,,0.039483276,0.872124871,0.963757813
P_05383,,-0.216578281,0.717772236,
P_05384,sotB_2,-0.025988659,0.935209385,
P_05385,,0.031102131,0.90609408,0.971934496
P_05386,,-0.275267348,0.346763749,
P_05387,,0.014036611,0.957810996,0.984352242
P_00538,,-0.407372518,0.280951135,
P_05388,rsbQ,-0.120437894,0.659762656,0.901482938
P_05389,sasA_21,-0.181778867,0.517711618,0.831510256
P_05390,dapF_2,-0.456371794,0.107891978,0.429612513
P_05391,cysC,0.178726271,0.556194107,
P_05392,,-0.246953659,0.338557253,0.720044321
P_05393,fabG_9,-0.269514134,0.266497433,0.648918856
P_05394,pld1,-0.061244663,0.845931263,0.95787105
P_05395,hcaR_3,-0.499279222,0.047112796,0.272487886
P_05396,puuB_6,0.927230801,0.00291177,0.048988558
P_05397,spuE_2,1.062092855,0.001692809,0.034549961
P_00539,,-0.370586433,0.282300943,
P_05398,puuA_5,1.036166126,0.007205963,0.086541064
P_05399,rhaS_10,0.146186529,0.564308596,0.855620664
P_05400,,-0.308948863,0.210459938,0.582272496
P_05401,,-0.33379113,0.192849186,0.559410322
P_05402,sstT,0.355730765,0.139099588,0.477514952
P_05403,pbuE,0.050108288,0.846311771,0.95787105
P_05404,nhaR,-0.036091267,0.903084808,
P_05405,,0.525762174,0.293899493,
P_05406,,-0.675824028,0.047537186,
P_05407,selD,-0.196247024,0.395265371,0.764969232
P_00540,,0.4250079,0.264668876,
P_05408,selU,0.057180276,0.814336648,0.954536593
P_05409,,0.517557101,0.049398358,0.280399497
P_05410,,0.802722311,0.001850783,0.036671405
P_05411,yfcG_2,-0.128451054,0.601153274,0.875712943
P_05412,phzF,-0.053032394,0.850979764,0.959292568
P_05413,hemB_2,0.217336284,0.350812885,0.728578193
P_05414,,0.689651572,0.389124636,
P_05415,,0.259472536,0.714567883,
P_05416,,0.186253265,0.80659996,
P_05417,uup,0.699259161,0.002833977,0.048893765
P_00541,,-0.050032925,0.835886731,0.95592068
P_05418,slt,0.104724354,0.653739321,0.901002348
P_05419,msbA_2,-0.5197022,0.034350383,0.224298391
P_05420,,-0.653982768,0.003392143,0.053913428
P_05421,pdxB,-0.051377979,0.822269063,0.955510056
P_05422,norM,0.298357738,0.262017078,0.643961088
P_05423,tusA_2,0.016444844,0.95663043,
P_05424,rlmM,-0.06603164,0.784310344,0.944358199
P_05425,acnA,-0.579327852,0.008676288,0.099710574
P_05426,aam,0.173190826,0.667061234,
P_05427,hyuC_3,0.283796769,0.473182543,
P_00542,,-1.181269182,0.004482009,
P_05428,lutR_8,0.48594204,0.087345734,0.386379479
P_05429,,-0.226289956,0.604176621,
P_05430,oprM_5,-0.037559258,0.899149402,
P_05431,macB_2,0.359222642,0.338979064,
P_05432,macA_3,0.300418354,0.410541906,
P_05433,fecI_9,0.120371054,0.655459199,0.901397631
P_05434,pvdA,-0.761192008,0.04227155,
P_05435,,-0.589471641,0.083899328,0.377575784
P_05436,,-0.611595087,0.107967254,
P_05437,qorA_2,-0.085089293,0.722816377,0.925512228
P_00543,tyrC,-0.925123394,0.001728798,0.035084409
P_05438,hemF,0.336272829,0.15091162,0.501472332
P_05439,aroE_3,0.339549097,0.155350471,0.507197561
P_05440,dauA_2,0.245556376,0.421990053,0.782583702
P_05441,,-0.462540943,0.169616978,
P_05442,betC,-0.183922825,0.551634918,
P_05443,perR,-0.950956381,0.001374332,
P_05444,,-0.16426969,0.638921572,
P_05445,dgoK1,0.750529675,0.000740323,0.020331678
P_05446,dgoA,0.244661382,0.336890791,0.720044321
P_05447,dgoD,0.037991349,0.869163083,0.963757813
P_00544,slyA_1,0.221583115,0.349909736,0.728578193
P_05448,dgoT,-0.07533737,0.747910953,0.935074931
P_05449,rcsC_21,-0.005849708,0.980355845,0.992670454
P_05450,ybaN_2,0.034731459,0.935158804,
P_05451,,-0.052476185,0.819205048,0.955510056
P_05452,recQ,0.234114841,0.318806932,0.700849848
P_05453,slyA_5,0.325826715,0.228922627,0.602367391
P_05454,bamA_2,0.330922352,0.1873143,0.554812777
P_05455,,0.004854242,0.988970454,
P_05456,,0.171186462,0.579024606,
P_05457,rhaR_6,0.240165286,0.328530322,0.711250655
P_00054,,0.155319994,0.678422629,
P_00545,accD5,-1.000517082,0.001025475,0.02459698
P_05458,lpxH_2,0.092039762,0.787569483,
P_05459,gatA_4,-0.398020028,0.078932097,0.36622532
P_05460,,-0.119827259,0.650250799,0.898963628
P_05461,fsr,0.274326511,0.237666615,0.613490628
P_05462,nimR_4,-0.329768973,0.230696729,0.604244238
P_05463,nepI_3,0.126820377,0.741708452,
P_05464,,0.191122028,0.524719233,
P_05465,rhaS_11,0.098510236,0.68521842,0.909994558
P_05466,,-0.182909272,0.474758848,0.816777658
P_05467,proP_10,-0.08240536,0.717666447,0.922347349
P_00546,mvaA,-1.233434073,8.23764E-05,0.004494159
P_05468,,-0.289183724,0.450358346,
P_05469,exuT_2,0.27148466,0.374354654,
P_05470,ybiT,0.564047528,0.012531842,0.122425363
P_05471,,-0.004590979,0.986274338,0.994528794
P_05472,cmoB_2,-0.211847647,0.417710343,0.77997231
P_05473,,-0.236716412,0.457508463,
P_05474,wzzE,0.413377368,0.064546049,0.328863239
P_05475,,0.111163556,0.624120507,0.88365811
P_05476,ligD,-0.919208424,0.000217975,0.008307528
P_05477,ku,-0.6866625,0.006406381,0.081111293
P_00547,accA1_1,-0.686118678,0.01252136,0.122425363
P_05478,,0.090479315,0.699454651,0.917636962
P_05479,yliI,-0.08079524,0.718929604,0.922749853
P_05480,zapE_2,0.317006964,0.243586454,0.622295079
P_05481,,-0.192476973,0.489643938,0.82567412
P_05482,,-1.289992445,0.004467731,
P_05483,fpvA_3,-0.069218977,0.81966528,
P_05484,cptA,-0.140669583,0.640378458,0.894135903
P_05485,,-0.518015105,0.142127615,0.483026971
P_05486,,0.019715443,0.929873132,0.977012762
P_05487,zwf_2,-0.088949878,0.711470379,0.92198932
P_00548,,-0.389645732,0.228700432,0.602367391
P_05488,yigL,-0.042266528,0.854176887,0.959292568
P_05489,,-0.262713515,0.315832567,0.700706487
P_05490,atoC_4,-0.307558094,0.226256267,0.599446625
P_05491,,-0.220783166,0.331780223,0.715472939
P_05492,glpT_2,-0.269500679,0.368731627,
P_05493,argP_7,-0.37986425,0.190940745,0.559410322
P_05494,cysL_2,-0.558820494,0.031401997,0.213585372
P_05495,phnW,-0.738895414,0.002049782,0.039261207
P_05496,phnX_2,-0.999624612,0.000172084,0.007473662
P_05497,yodB,0.216673575,0.359617065,0.736074489
P_00549,,-0.350802686,0.197267499,0.567319355
P_05498,dcyD_2,0.352666389,0.206166286,0.579842681
P_05499,fadH,0.155763337,0.493174407,0.827496141
P_05500,,0.287640758,0.203463948,0.578339306
P_05501,,0.164911393,0.482370879,0.82005245
P_05502,,-0.096656518,0.820918033,
P_05503,,-0.007601202,0.986548347,
P_05504,pyrD,0.200029341,0.384093143,0.757038464
P_05505,rlmL_2,0.232432664,0.296661579,0.678188777
P_05506,,0.099176699,0.677214559,0.907569565
P_05507,,-0.087371744,0.701605398,0.918163191
P_00550,,-0.612231867,0.025129254,0.185489651
P_05508,,-0.119308964,0.602181319,0.875712943
P_05509,ydcO,-0.04622095,0.866035806,0.963598777
P_05510,,0.410921877,0.690433552,
P_05511,nanR_2,-0.081534438,0.722303934,0.925315153
P_05512,metH,0.266898478,0.225231117,0.599155072
P_05513,,0.507682949,0.038098109,0.242000745
P_05514,,0.072161995,0.790078796,0.947438146
P_05515,,0.02457719,0.917206699,0.973782553
P_05516,nfuA,-0.453677152,0.060099863,0.313948235
P_05517,fatA,0.62801362,0.016507355,0.145756428
P_00551,,-1.057597835,0.005477025,
P_05518,ydhC_2,0.309110684,0.43660163,
P_05519,nimR_5,0.079806117,0.810619867,
P_05520,,-0.22771821,0.475685297,
P_05521,,-0.602750294,0.019655617,0.161704251
P_05522,,-0.469231437,0.059829158,0.313850991
P_05523,mdtA_8,0.284462606,0.257523729,0.639528675
P_05524,cnrA,0.498404831,0.09586655,0.406426292
P_05525,,0.270936603,0.816142035,
P_05526,kgtP_2,-0.048345152,0.898647545,
P_05527,,0.558081152,0.092455582,
P_00552,mhpA,-0.904046296,0.00238218,0.043716004
P_05528,,0.125596772,0.604823093,0.876589947
P_05529,,0.683241633,0.018399599,0.155833343
P_05530,,1.061651223,0.000397593,0.012375073
P_05531,rhaS_12,0.940256709,0.000246912,0.009056625
P_05532,,0.956435563,0.000370282,0.011621879
P_05533,sasA_22,0.225258496,0.406790528,0.773212531
P_05534,ompR_5,-0.1416292,0.560898094,0.855620664
P_05535,glk,-0.096702314,0.684132129,0.909714667
P_05536,edd,-0.241303008,0.311983837,0.697760257
