locus_tag,gene_name,logFC,Pvalue,q.value
P_02036,lon_1,-0.409084135,0.077439788,0.36622532
P_00206,,0.465245294,0.30148407,
P_02037,,1.387972998,0.213752824,
P_02038,,0.379865068,0.138367625,0.476477407
P_02039,,-0.010124119,0.974027869,
P_02040,,0.021949804,0.959054379,
P_02041,,-0.084666321,0.833400261,
P_02042,phaA,0.157727834,0.534799094,0.83903595
P_02043,scoB,0.157119354,0.546583803,0.846389098
P_02044,scoA,0.195868844,0.393245917,0.764969232
P_02045,cynR_3,-0.262080384,0.314710761,0.700086178
P_02046,,-0.868804506,0.000197083,0.008001141
P_00207,,0.348398837,0.418504875,
P_02047,cobB,-0.198446727,0.40354962,0.769631267
P_02048,hrp1,-0.275008783,0.303846835,0.687935707
P_02049,topB_3,-0.369664397,0.163302544,0.519535775
P_02050,nanT_2,0.263345042,0.493735091,
P_02051,alkJ,0.875388731,0.010862596,0.113646487
P_02052,gltR_1,-0.208498891,0.409245082,0.775510087
P_02053,,-0.272728861,0.401987301,
P_02054,puuA_1,-0.879499328,0.004461505,
P_02055,,-1.308649865,0.000707796,
P_02056,rcnB,-0.517847213,0.039869472,0.249434635
P_00208,lrp_1,-0.312156371,0.46144571,
P_02057,mdtH_1,-0.150526972,0.58065744,0.863701926
P_02058,,-0.545220195,0.108496712,
P_02059,malT_3,-0.24715954,0.269800963,0.651914769
P_02060,,-1.053633216,9.69652E-06,0.000862298
P_02061,,-0.151092323,0.57392542,0.860734943
P_02062,fbp_2,0.131654237,0.678525333,
P_02063,,0.220537492,0.452360864,
P_02064,mgtA_1,-1.027189728,0.000129098,0.006205156
P_02065,mgtC,-1.440650772,9.83271E-07,0.000122417
P_02066,bvgA_2,-0.829535549,0.004960738,0.068878655
P_00209,iaaM_1,0.109345728,0.67232569,0.904083575
P_02067,bvgS_1,-0.013363213,0.957068146,0.984352242
P_02068,,-0.363028433,0.305965909,
P_02069,aroF_1,-0.664577654,0.004765644,0.066767617
P_02070,,-0.328632105,0.345565882,
P_02071,,-0.34950865,0.13447089,0.471595094
P_02072,,-0.313491202,0.402978702,
P_02073,,-0.347479028,0.592111297,
P_02074,,-0.044592725,0.85414329,0.959292568
P_02075,gacA,0.077763964,0.73953272,0.933866312
P_02076,uvrC,0.386498303,0.105225383,0.424925304
P_00210,ramA_1,-0.218756465,0.407788724,0.774321751
P_02077,pgsA,0.399368478,0.153992641,0.505415215
P_02079,,0.096747442,0.695344581,0.917543339
P_02080,,0.478812275,0.082439484,0.374778669
P_02081,,0.076280195,0.811829269,
P_02082,,0.024136377,0.967370802,
P_02083,,-0.243722421,0.500080865,
P_02084,rclR_1,0.11010752,0.658186992,0.901482938
P_02085,nepI_1,-0.378386066,0.266865846,
P_02086,prlC_2,0.079107416,0.801782475,
P_02087,,-0.055964786,0.834698031,0.95592068
P_00211,,0.027443051,0.906123556,0.971934496
P_02088,,-0.142675448,0.624365759,0.883670371
P_02089,sacB,-0.237854479,0.460301941,0.803377454
P_02090,,-0.316027695,0.450154936,
P_02091,,-0.624243391,0.032489832,0.217318066
P_02092,rcsC_3,-0.184372965,0.418385179,0.780021176
P_02093,ydaD,-0.883940171,0.000271593,0.009753838
P_02094,rcsC_4,0.273923107,0.255436121,0.638163151
P_02095,purD,0.543226537,0.0243031,0.183008226
P_02096,purH,0.557675881,0.013537288,0.129313992
P_02097,fis,0.280830314,0.295858344,0.678188777
P_00212,pqqA,-0.172500839,0.605926741,
P_02098,dus,0.670361236,0.002486596,0.044514704
P_02099,,0.310616716,0.179580398,0.544425963
P_02100,prmA_2,0.291234457,0.234054893,0.608770909
P_02101,accC,-0.253441644,0.25517915,0.637947874
P_02102,accB,-0.082768544,0.715918629,0.92198932
P_02103,aroQ1,-0.149295144,0.613678382,0.882357441
P_02104,ctpL,0.226966603,0.526032545,
P_02105,rssB_5,0.485093535,0.036869388,0.235396865
P_02106,,-0.247754066,0.259388479,0.641175359
P_02107,yfcD,-0.133311878,0.602238312,0.875712943
P_00213,pqqB,0.238795122,0.294764546,0.678188777
P_02108,yciH,0.381138134,0.113801536,0.440009046
P_02109,speA,0.029284436,0.894432132,0.968600758
P_02110,dinF,0.267356488,0.338880015,0.720044321
P_02111,yfhM,0.15822425,0.48693494,0.823314622
P_02112,,-0.030000344,0.907736235,0.97216211
P_02113,pbpC,0.198728686,0.462687089,0.806402307
P_02114,,-0.516825265,0.125943326,
P_02115,cmoM,-0.400619193,0.099823943,0.415192011
P_02116,,-0.30033833,0.209013144,0.582150704
P_02117,,-0.314879587,0.189645999,0.558916802
P_00021,,-0.382636079,0.198150652,
P_00214,pqqC,0.297968047,0.214150736,0.585972893
P_02118,,-0.063366374,0.792436184,0.948449794
P_02119,sasA_10,-0.236124991,0.352273623,0.728578193
P_02120,,0.00972848,0.97330903,0.99081745
P_02121,,-0.032708123,0.920411128,
P_02122,rssB_6,-0.085414084,0.73931022,0.933866312
P_02123,,-0.361785009,0.598273019,
P_02124,,-0.414029235,0.29388935,
P_02125,,-0.017677513,0.95856564,
P_02126,,-0.310551807,0.457312235,
P_02127,,-0.380694133,0.302909845,
P_00215,pqqD,0.245660226,0.510760594,
P_02128,,0.247033319,0.510605607,
P_02129,,-0.223750955,0.389450582,0.762767659
P_02130,,-0.118518041,0.702685422,
P_02131,,0.845390394,0.013065983,
P_02132,atoC_2,0.768779104,0.048370197,
P_02133,hxuB,-0.461049684,0.104580404,0.424464406
P_02134,,-0.227707319,0.395490117,0.764969232
P_02135,,-0.791087832,0.001658634,0.034416663
P_02136,hcaB_3,-0.740738118,0.001077842,0.025479374
P_02137,fadI_1,-0.293928256,0.18996678,0.558937211
P_00216,mftC,0.041923735,0.854466869,0.959292568
P_02138,,-0.342116807,0.13514695,0.472634697
P_02139,hmrR,-1.524445763,1.12192E-05,0.000931194
P_02140,pacS,-2.257300858,0.054564545,0.297563014
P_02141,,-0.468063216,0.07749414,0.36622532
P_02142,copZ,-1.858038815,8.49967E-08,1.76368E-05
P_02143,bcr_1,-0.830361206,0.002622634,0.046205361
P_02144,,-0.326160734,0.327388167,
P_02145,,-1.021239278,0.000152039,0.0069596
P_02146,,-0.796214457,0.011091713,
P_02147,dmlR_4,-0.50374087,0.069599044,0.344382934
P_00217,,-0.449062517,0.091028588,0.396260813
P_02148,,-0.568811896,0.103382764,
P_02149,naiP_2,-0.121443008,0.695541402,
P_02150,,0.032176432,0.886547669,0.967072297
P_02151,chaA,0.026746043,0.915811073,0.973383778
P_02152,,-0.335518884,0.696186506,
P_02153,,-1.017330415,0.334233741,
P_02154,,-0.526003965,0.047508341,0.273608258
P_02155,,-0.237359327,0.338418732,0.720044321
P_02156,,0.178275326,0.55016916,0.848853318
P_02157,,-0.076445762,0.770717411,0.942898365
P_00218,,0.213172807,0.481253219,
P_02158,,0.592790566,0.009806084,0.106510321
P_02159,nadE,-0.463791968,0.038333651,0.242260888
P_02160,pncB2,-0.165672676,0.475463866,0.817613968
P_02161,gcvA_4,-0.152400424,0.636473586,
P_02162,gabD,-0.152011319,0.551522439,0.850448531
P_02163,puuB_1,-0.188619788,0.600563166,
P_02164,braC_1,-0.653400997,0.023709837,0.179627264
P_02165,livH_1,-0.194979311,0.600076549,
P_02166,,-0.243347481,0.490497962,
P_02167,glnQ_5,-0.395607811,0.415321004,
P_00219,argD_1,0.265469399,0.253241402,0.634377355
P_02168,livF_1,-0.162437351,0.714221261,
P_02169,isfD,-0.350642067,0.134327401,0.471595094
P_02170,zitB,0.080528916,0.752429764,0.935673095
P_02171,,0.009855179,0.96950439,0.988618514
P_02172,,-0.409126978,0.195920368,
P_02173,ureG,-0.753764827,0.013702394,
P_02174,ureF,-0.787472216,0.043290768,
P_02175,ureE,-0.561281448,0.072079226,
P_02176,,0.023393159,0.956361511,
P_02177,fabR,-0.158059544,0.564499924,0.855620664
P_00220,cynR_1,0.604575347,0.033492928,0.221801571
P_02178,,-0.874026676,0.000185574,0.007876344
P_02179,,-0.031285538,0.88883095,0.967623585
P_02180,,-0.674911579,0.002266274,0.042322659
P_02181,lips,-0.314680933,0.275432117,0.657075039
P_02182,,0.060841216,0.856030461,
P_02183,nimR_2,-0.252702783,0.394176556,
P_02184,psiF,-0.463388789,0.059176583,0.312723944
P_02185,,-0.128098567,0.60341747,0.875943576
P_02186,dnaK_2,0.687837235,0.013725972,0.130781902
P_02187,,0.023634693,0.923951507,0.9751226
P_00221,dmdC_1,-0.089084057,0.707266821,0.920753426
P_02188,cbpA,-0.554931327,0.010768687,0.113298723
P_02189,ureC,-0.278305838,0.240205944,0.617459876
P_02190,ureB,-0.05056255,0.928790614,
P_02191,ttr,-0.396393139,0.3170158,
P_02192,,-0.17505297,0.613245206,
P_02193,ureA,-0.262343852,0.492622416,
P_02194,ureD,-0.072050881,0.829329691,
P_02195,livF_2,-0.395589605,0.454089708,
P_02196,lptB_2,-0.09865611,0.844440841,
P_02197,,0.21709007,0.470817072,
P_00222,dmdC_2,0.149677723,0.553104467,0.850492048
P_02198,,-0.204025263,0.545918768,
P_02199,amiC_1,-0.833142149,0.011498909,
P_02200,,-0.012229658,0.976976922,
P_02201,pfeA_2,-0.013713494,0.971664533,
P_02202,,0.39600165,0.594907911,
P_02203,,0.114333375,0.733546851,
P_02204,,0.29433757,0.318524043,0.700849848
P_02205,,0.422789131,0.378030104,
P_02206,cobK,0.053049791,0.879869588,
P_02207,cobL,-0.031874339,0.900376704,0.970388343
P_00223,,0.127323135,0.631090501,0.885056958
P_02208,sir_1,0.312507331,0.24574899,0.623649654
P_02209,cobH,0.473143034,0.10619429,0.426816692
P_02210,cobI,0.668129795,0.029463886,0.206999327
P_02211,cysG_1,0.409714056,0.109550146,0.432535689
P_02212,,0.173397622,0.710427538,
P_02213,,0.302716417,0.38684252,
P_02214,norG_2,-0.197940046,0.380263015,0.753286349
P_02215,,-0.001302289,0.996206579,0.997541977
P_02216,,-0.160499478,0.496387922,0.828705023
P_02217,,-0.098244437,0.665148937,0.903393192
P_00022,wbpE_1,-0.270894208,0.314508996,0.70005429
P_00224,dmdC_3,-0.094331321,0.662446492,0.901482938
P_02218,,-0.198871016,0.398473428,0.768518923
P_02219,,-0.750214629,0.002519921,0.0448186
P_02220,,-0.373115542,0.184356465,0.550857117
P_02221,,-0.169407745,0.64731559,
P_02222,,-0.074457644,0.821995788,
P_02223,,0.303655475,0.323096571,
P_02224,,0.203233786,0.391739363,0.764843974
P_02225,fadA_3,0.228230525,0.305518611,0.68936185
P_02226,fadJ,-0.188822369,0.38840499,0.76230392
P_02227,,-0.1778502,0.42835815,0.785671047
P_00225,,-0.31659206,0.687779765,
P_02228,corA,0.141261478,0.569930043,0.857579262
P_02229,plsC,0.336003971,0.340740143,
P_02230,fadB_2,-0.199026909,0.38061132,0.75335627
P_02232,,0.022891376,0.935316612,0.978545531
P_02233,,0.033656537,0.916985458,
P_02234,,0.006345703,0.980420263,0.992670454
P_02235,,-0.030561865,0.906358192,0.971934496
P_02236,,-0.052287319,0.824876455,0.95592068
P_02237,bdcA,-0.196684321,0.595881484,
P_02238,dmlR_5,-0.442683244,0.078630668,0.36622532
P_00226,,-0.133184175,0.607570469,0.879147627
P_02239,hyuE,-0.459703819,0.316510014,
P_02240,pucI_1,-0.377122021,0.424083219,
P_02241,cysH,-0.22684474,0.33757032,0.720044321
P_02242,,-0.084232791,0.748067419,0.935074931
P_02243,,-0.120461815,0.78304455,
P_02244,higB_1,-0.353027695,0.382836857,
P_02245,pabB,0.435035235,0.11080455,0.433884714
P_02246,rimK_2,0.561473727,0.019585859,0.161486054
P_02247,,0.757486747,0.001018462,0.02459698
P_02248,,0.49593232,0.109408773,
P_00227,bioD1,-0.608561076,0.033828402,0.223015159
P_02249,gntR_1,-0.320663628,0.179853235,0.544810895
P_02250,prpB,-0.583420407,0.020358965,0.165718238
P_02251,prpC_3,-0.716577056,0.007754693,0.091756042
P_02252,acnD,-0.642469751,0.005240552,0.070918339
P_02253,,-0.77534299,0.001939783,0.037734843
P_02254,prpD,-0.872536234,0.00081808,0.021517808
P_02255,,-0.381612518,0.192720205,0.559410322
P_02256,dapH_1,-0.458174959,0.126816097,0.462013283
P_02257,cysK_1,-0.431665065,0.143187842,0.485305436
P_02258,glpE_3,-0.705267216,0.003470897,0.05482726
P_00228,bioC,-0.827530378,0.003809865,0.058319039
P_02259,yedA_2,-0.495867196,0.069614221,0.344382934
P_02260,tauR,-0.266444336,0.260763096,0.643296013
P_02261,ppsR,0.23333688,0.310722807,0.697026836
P_02262,ppsA,0.001979144,0.992716154,0.996428277
P_02263,,0.052610065,0.838977757,0.956526838
P_02264,,-0.102888889,0.642725037,0.894456999
P_02265,zntB_1,-0.096465075,0.674532835,0.904949762
P_02266,,-0.211621765,0.446090695,0.797377652
P_02267,,-0.048097675,0.831888735,0.95592068
P_02268,,-0.138826754,0.524667336,0.83523824
P_00229,bioH,-0.79805752,0.002666482,0.046558246
P_02269,oprF,-0.166302108,0.441884307,0.793479753
P_02270,sumT,0.161370403,0.693155509,
P_02271,nasA_1,0.01482518,0.963971732,
P_02272,hcaC,0.421624302,0.67917834,
P_02273,nasD,0.003276559,0.993017869,
P_02274,pknD_2,-0.136042285,0.775261186,
P_02275,nasA_2,-0.084262686,0.859257395,
P_02276,pdtaR,-0.136717428,0.823261425,
P_02277,nrtA,-0.455470529,0.188543188,
P_02278,,0.181373982,0.641929235,
P_00230,bioF,-0.945310912,0.000656375,0.018295232
P_02279,,0.31941324,0.852325426,
P_02280,,-0.676706718,0.117959459,
P_02281,cysS,-0.06295894,0.780551687,0.943048187
P_02282,glnS,0.056489689,0.805889834,0.952558679
P_02283,,-0.302709526,0.210132224,0.582170107
P_02284,lpxH_1,0.284457092,0.299679105,0.682130883
P_02285,emrB_1,0.731941284,0.001823706,0.03642535
P_02286,emrA_2,0.404772468,0.093442923,0.401621769
P_02287,ttgF,-0.017884502,0.939523239,0.979927199
P_02288,slyA_3,-0.235063296,0.37592985,0.748938546
P_00231,bioB,-0.891478684,0.001690372,0.034549961
P_02289,,0.340135511,0.421860652,
P_02290,rcsC_5,0.004689089,0.987840935,
P_02291,rcsC_6,0.126802083,0.731064933,
P_02292,rcsC_7,0.07631495,0.7649602,0.939844193
P_02293,rcsB_2,0.090206887,0.848866577,
P_02294,mrpA_1,0.33964554,0.366141305,
P_02295,lpfB,0.17751122,0.775113449,
P_02297,,0.154614562,0.511044759,0.829029116
P_02298,tamA,0.226127466,0.35833867,0.734977997
P_02299,,-0.389219805,0.123062912,0.45629892
P_00232,,-0.133248981,0.743498879,
P_02300,xthA,-0.509592938,0.035960235,0.231172941
P_02301,,0.027757786,0.937646258,
P_02302,bbsG,-0.083979744,0.730531677,0.929832799
P_02303,pcpR_1,0.086322088,0.739667964,0.933866312
P_02304,cueR,-0.144130947,0.636587496,
P_02305,liuE,-0.038789671,0.871044193,0.963757813
P_02306,,0.182540689,0.458982581,0.802574879
P_02307,fadD3,-0.305183158,0.273543584,0.655726698
P_02308,mmgC_3,-0.698209023,0.007144472,0.086079364
P_02309,,-0.266192936,0.304775632,0.688649114
P_00233,modE,-0.365908356,0.181697212,0.547259289
P_02310,menB_1,-0.00879291,0.977950002,
P_02311,accA1_2,-0.175180958,0.489877871,0.82567412
P_02312,,-0.099604792,0.783250767,
P_02313,,0.05599509,0.826855307,0.95592068
P_02314,,-0.296704284,0.221683826,0.594819749
P_02315,yceJ_1,-0.51938112,0.130764918,
P_02316,srpA,-0.347825409,0.171278105,0.528501816
P_02317,echA8_1,-6.34464E-05,0.999840742,
P_02318,,0.080651528,0.868411944,
P_02319,tycB_1,-0.159040508,0.680846294,
P_00023,wbpE_2,-0.167734742,0.497637139,0.828705023
P_00234,,-0.314820945,0.288834108,
P_02320,ecfG,0.032536865,0.936371328,
P_02321,,-0.436885609,0.178379529,
P_02322,,-0.029633496,0.936785384,
P_02323,,0.421155138,0.136490599,0.475497683
P_02324,,0.110219128,0.729971295,
P_02325,,-0.445894834,0.2675641,
P_02326,,-0.255167619,0.434912287,
P_02327,,-0.145130918,0.695230832,
P_02328,,-0.107028156,0.659954142,0.901482938
P_02329,zapE_1,0.045298805,0.883326381,
P_00235,rdoA,0.078422223,0.749095178,0.935074931
P_02330,kdkA_1,0.0106426,0.968554921,0.988618514
P_02331,,-0.048821889,0.937251923,
P_02332,azoR_1,-0.03733585,0.949639202,
P_02333,yhcG,-0.378822904,0.248674145,
P_02334,,-0.352032348,0.136602146,0.475497683
P_02335,,-0.622126029,0.010914777,0.113873439
P_02336,,-0.211844696,0.410910721,0.776397331
P_02337,,-0.278486369,0.297605857,0.678915952
P_02338,,-0.371496444,0.251123906,
P_02339,,-0.442338509,0.239452398,
P_00236,rarD_1,-0.168574022,0.513842678,0.829029116
P_02340,,-0.286206004,0.383874829,
P_02341,yjfC,-0.042973148,0.894313902,
P_02342,,-0.198579546,0.649183985,
P_02343,,0.130806626,0.7352169,
P_02344,ycaC_1,-0.206072455,0.63026037,
P_02345,,-0.093992804,0.82801401,
P_02346,,-0.159388645,0.730281819,
P_02347,,-0.186476324,0.558723173,
P_02348,recD2,-0.003574809,0.987473063,0.995200186
P_02349,nucS,0.323092108,0.323096781,
P_00237,purU_1,-0.397899334,0.098805051,0.411871504
P_02350,,0.008454676,0.973716975,0.990892451
P_02351,,-0.213152615,0.60047091,
P_02352,,-0.109510371,0.656307355,0.901397631
P_02353,,0.124244114,0.767934963,
P_02354,,-0.240504953,0.424221557,0.783226652
P_02355,intA_4,-0.323083464,0.187992793,0.555491511
P_02356,prtR_2,0.295516995,0.621169202,
P_02357,ppa_1,-0.205908675,0.355284808,0.733142959
P_02358,mtfA,0.084717113,0.79100033,
P_02359,dedA,0.06283445,0.810386059,0.953620646
P_00238,glcB,-0.38841033,0.073147945,0.354354831
P_02360,,-0.416451086,0.085470564,0.381319737
P_02361,eutC,-0.628965987,0.029997981,0.209034438
P_02362,eutB,-0.370448667,0.133381924,0.470426331
P_02363,,-0.156294325,0.675110628,
P_02364,ald1,-0.571532105,0.017786537,0.152987891
P_02365,acoR_2,-0.356106684,0.138077141,0.476477407
P_02366,,-0.461112705,0.137024099,
P_02367,mpl,-0.253684692,0.271242408,0.653606706
P_02368,ubiX,-0.282333123,0.256443076,0.638327126
P_02369,,-0.061351479,0.850225469,
P_00239,rssB_1,0.306525041,0.204898858,0.578469151
P_02370,,-0.329432215,0.147903901,0.496335195
P_02371,,-0.046231377,0.845236468,0.95787105
P_02372,,-0.454816401,0.078862212,0.36622532
P_02373,cidA,0.048309555,0.88464941,
P_02374,yohK,0.087060859,0.741955503,0.934323602
P_02375,,-0.161770989,0.548921234,0.848250232
P_02376,,-0.092705286,0.816915254,
P_02377,,0.404151881,0.080252988,0.369304432
P_02378,,0.061842394,0.813213798,0.954536593
P_02379,proA,0.270377122,0.234551584,0.609214302
P_00240,guaB_1,-0.303751019,0.274570045,0.656962921
P_02380,nadD,0.364352546,0.124794534,0.459672175
P_02381,rsfS,0.39484377,0.080386748,0.369304432
P_02382,rlmH,0.549634118,0.02614839,0.1914985
P_02383,mrdA_1,0.804303869,0.000794601,0.021491808
P_02384,mrdB,0.80101144,0.001934247,0.037734843
P_02385,mltB,0.515486209,0.032751115,0.21804887
P_02386,rlpA_2,0.242468649,0.283242794,0.665353355
P_02387,dacC_1,0.313328645,0.168201469,0.524484661
P_02388,,0.023025365,0.9255828,0.976016871
P_02389,lipB,-0.041119162,0.854067471,0.959292568
P_00241,polC_1,0.334088812,0.34301943,
P_02390,lipA,-0.051061928,0.816405635,0.955510056
P_02391,norG_3,0.080123022,0.788589019,0.947067519
P_02392,,-0.424275761,0.100370912,0.4167003
P_02393,tdh_1,-0.145407555,0.508601913,0.829029116
P_02394,nodD2_3,0.069194564,0.769594671,0.942660992
P_02395,intS_2,-0.106489317,0.667524238,0.904083575
P_02396,namA_2,0.240361396,0.35711028,0.73366716
P_02397,,-0.072407133,0.863210346,
P_02398,,0.049493372,0.933427383,
P_02399,,0.25865874,0.317589629,0.700706487
P_00242,fecI_1,0.163483221,0.687251449,
P_02400,,0.578989266,0.043005476,0.261076964
P_02401,,0.264668663,0.376870754,
P_02402,,-0.418260662,0.473460557,
P_02403,luxB,0.782651625,0.036861399,
P_02404,,-0.033593121,0.93016078,
P_02405,,0.005669378,0.989697311,
P_02406,mdtC_2,0.097097647,0.737705507,0.933693687
P_02407,hcf136_1,0.190970694,0.504471244,0.829029116
P_02408,tyrA_1,0.49082482,0.156589088,
P_02409,,-0.198218661,0.513803898,0.829029116
P_00243,fecR_1,0.016317727,0.95852515,
P_02410,kdgK_3,-0.067610262,0.829759916,
P_02411,amtB_1,-0.023730992,0.938348275,
P_02412,fni,-0.258634895,0.495582776,
P_02413,,-0.11937373,0.828352192,
P_02414,purF_1,0.008447179,0.986654062,
P_02415,,-0.505237903,0.31592349,
P_02416,,0.035883961,0.887148983,0.967207656
P_02417,,-0.058597875,0.806127433,0.952558679
P_02418,,0.019567269,0.944505022,0.981240771
P_02419,purU_3,-0.801544519,0.007095011,0.086038527
P_00024,iolE_1,0.030386021,0.917441149,
P_00244,fhuA_1,-0.06520685,0.81238453,0.954536593
P_02420,folD_1,-0.401944729,0.1843431,
P_02421,soxB_2,-0.233092336,0.447462974,0.797744251
P_02422,soxD_2,0.115677099,0.772300909,
P_02423,soxA_2,-0.217090487,0.368064608,0.743896813
P_02424,,0.114180729,0.641840821,0.894456999
P_02425,pcaR_1,-0.146969331,0.622434114,
P_02426,,-0.231302707,0.505740206,
P_02427,,-0.382046563,0.117848413,0.446147927
P_02428,lutR_3,-0.018813745,0.938299414,0.979927199
P_02429,,0.013414699,0.962052112,0.986618517
P_00245,,-0.395043197,0.32098855,
P_02430,pagL_1,-0.460711857,0.322664284,
P_02431,,-0.220494371,0.600285855,
P_02432,,-0.191547179,0.64913543,
P_02433,,-0.094921171,0.801455111,
P_02434,pqiB_2,0.239975047,0.398726935,0.768518923
P_02435,pqiA_2,0.039648817,0.946185374,
P_02436,yebS_2,0.31776412,0.529539376,
P_02437,sasA_11,0.169655731,0.491429903,0.826560972
P_02438,baeR,0.331884632,0.223493369,0.596674576
P_02439,cusC,0.262138828,0.291896896,0.675905087
P_00246,,0.029610329,0.978594767,
P_02440,,0.374912029,0.342487188,
P_02441,mdtA_4,0.070406989,0.793232358,0.948449794
P_02442,swrC,0.034187851,0.892513164,0.968292149
P_02443,,0.467941952,0.637757512,
P_02444,,0.489130227,0.272713858,
P_02445,,0.07016305,0.847831304,
P_02446,,0.357146586,0.741537327,
P_02447,soj_3,0.290418558,0.409581259,
P_02448,,-0.666798857,0.606070985,
P_02449,,0.050860315,0.854412213,0.959292568
P_00247,yibF_1,-0.391268618,0.154208243,0.505678478
P_02450,,0.297752947,0.461476029,
P_02451,,0.272373504,0.356846323,0.733528353
P_02452,tcyA_1,0.038809404,0.879531291,0.966475249
P_02453,,-0.03780028,0.887189673,0.967207656
P_02454,,0.131252925,0.714638675,
P_02455,ygjP,0.218092495,0.420913021,0.782144345
P_02456,,-0.164628541,0.493460375,0.827546399
P_02457,alyA,-0.098317449,0.759487526,
P_02458,,0.206413119,0.579936707,
P_02459,,-0.702712052,0.314696525,
P_00248,,-0.48154169,0.773682843,
P_02460,,0.422619603,0.571358246,
P_02461,,1.155280489,0.059848596,
P_02462,cbbA,-0.211473276,0.333391662,0.716340362
P_02463,mliC,0.099394687,0.669569793,0.904083575
P_02464,,-0.125634356,0.628385628,0.885000121
P_02465,pgk,0.111107777,0.616091904,0.882357441
P_02466,epd,0.09086782,0.69211084,0.915056279
P_02467,tktA,-0.089296638,0.682647523,0.9096826
P_02468,ubiG_4,0.259096222,0.266233833,0.648918856
P_02469,metK,0.222323994,0.350060615,0.728578193
P_00249,creD,-0.418308383,0.232284677,
P_02470,,0.317669105,0.401995067,
P_02471,ligB,0.438198887,0.108092654,0.429737473
P_02472,,0.243124774,0.326971131,0.710434657
P_02473,,0.225320882,0.367357896,0.74367574
P_02474,mltA,0.158722093,0.512017677,0.829029116
P_02475,,-0.04969878,0.850666234,0.959292568
P_02477,nhaP_1,-0.044728341,0.870510529,0.963757813
P_02478,,-0.391815459,0.121800828,0.454471622
P_02479,,-0.126851317,0.646967027,0.896631483
P_02480,,-0.268672816,0.32209801,0.70542011
P_00250,creC,0.256929792,0.313779701,0.699895316
P_02481,,-0.230235458,0.329657457,0.712269628
P_02482,,0.12555772,0.616350887,0.882357441
P_02483,recF_2,0.159696183,0.527778923,0.83523824
P_02484,,-0.48242262,0.288466698,
P_02485,,-0.296913822,0.348721505,
P_02486,,-0.321275277,0.350697711,
P_02487,,-0.110597609,0.709397714,0.92198932
P_02488,clcA,-0.024531805,0.923913659,0.9751226
P_02489,trkI_2,0.139755953,0.687683526,
P_02490,,0.169553019,0.47881239,0.81962579
P_00251,creB,0.17660651,0.476987028,0.818349356
P_02491,polC_2,0.12700938,0.668003954,
P_02492,guaB_3,0.036516814,0.884126668,0.966633691
P_02493,,0.290449733,0.228751873,0.602367391
P_02494,,-0.193430964,0.514001899,
P_02495,rppH_4,0.028892038,0.936457703,
P_02496,nhaA_1,0.685678358,0.003982925,0.059743881
P_02497,ppa_2,-0.289415065,0.314062798,0.699895316
P_02498,,-0.30973895,0.348102586,
P_02499,crcB_1,-0.009951012,0.97938703,
P_02500,,-0.33402614,0.359453398,
P_00252,,0.097991229,0.697163572,0.917636962
P_02501,,0.027280414,0.937216242,
P_02502,,-0.150529613,0.587307671,0.867376098
P_02503,,-0.201636666,0.489675438,0.82567412
P_02504,,0.422802867,0.34223222,
P_02505,,0.489750438,0.128390019,
P_02506,,0.578547858,0.055757154,0.30195797
P_02507,,0.124082005,0.695117527,
P_02508,,0.124787118,0.597425448,0.875077551
P_02509,,-0.073039251,0.832382095,
P_02510,,0.023496026,0.958166115,
P_00253,yihG_1,0.517782357,0.051909716,0.287659923
P_02511,,0.022759295,0.973074569,
P_02512,,-0.225720636,0.416970338,0.7798619
P_02513,,0.301315588,0.330982043,
P_02514,,0.030761071,0.92755803,
P_02515,,0.425060703,0.11020959,0.432842079
P_02516,xerD_1,0.260730349,0.480877449,
P_02517,yabJ_2,-0.39244385,0.122542135,0.45629892
P_02518,fabF_1,-0.988569514,0.000235364,0.008879626
P_02519,,-0.366744303,0.212493204,0.584004501
P_02520,,-0.097947968,0.677140709,0.907569565
P_00025,lysK,-0.217547878,0.459369829,
P_00254,,0.600848454,0.014756525,0.135419217
P_02521,,0.371526556,0.276517719,0.657696402
P_02522,rssB_7,0.435084011,0.159661761,0.513198517
P_02523,sasA_12,0.301707263,0.327856172,0.711250655
P_02524,ssuA_1,-0.642642623,0.016584719,0.146094165
P_02525,moxC_1,-0.325069317,0.221624555,0.594819749
P_02526,,-0.26000537,0.312321917,0.698098361
P_02527,dmlR_6,-0.291871621,0.330440733,
P_02528,,-0.179293089,0.697411842,
P_02529,,-0.538761031,0.438457348,
P_02530,,0.094379782,0.869397445,
P_00255,,0.302304612,0.183255571,0.549766713
P_02531,fmt_1,0.155677125,0.554888336,0.852182539
P_02532,tmk_1,0.094864439,0.726331188,0.928421283
P_02533,,-0.097435677,0.691000869,0.913912268
P_02534,cycA,-0.038015498,0.869625002,0.963757813
P_02535,aphB,0.032627909,0.916031026,
P_02536,decR_1,-0.105892044,0.740938323,
P_02537,,-0.173990295,0.683010198,
P_02538,,0.06083214,0.890572423,
P_02539,dhmA,-0.351322036,0.363369347,
P_02540,,-0.270437538,0.548688,
P_00256,,0.092932046,0.721919753,0.925315153
P_02541,pytH,-0.291263791,0.347894497,
P_02542,dipZ,-0.55385556,0.174297264,
P_02543,,-0.33529258,0.616597151,
P_02544,ompR_3,-0.196012602,0.508821299,
P_02545,sasA_13,-0.066641134,0.828352078,
P_02546,,0.340525176,0.494914564,
