locus_tag,gene_name,logFC,Pvalue,q.value
P_02142,copZ,0.39340362,0.056401523,0.09336266
P_02143,bcr_1,-0.527899049,3.1114E-08,1.20245E-07
P_02144,,0.620685513,1.72139E-07,6.24467E-07
P_02145,,0.568132201,4.90604E-09,2.01978E-08
P_02146,,0.586520437,0.000445353,0.001100724
P_02147,dmlR_4,0.175954445,0.217550576,0.298975756
P_00217,,0.762349576,5.05943E-09,2.07995E-08
P_02148,,0.940739785,1.72619E-17,1.22758E-16
P_02149,naiP_2,0.394290174,0.00415829,0.008741549
P_02150,,0.771070694,2.6451E-23,2.45635E-22
P_02151,chaA,0.03583428,0.658462424,0.731382527
P_02152,,-0.057115864,0.833163503,0.868420876
P_02153,,0.045851649,0.877199503,0.90368692
P_02154,,0.003092953,0.971631131,0.978794289
P_02155,,-0.121255703,0.172642955,0.245368479
P_02156,,-0.263945584,0.037855452,0.065615355
P_02157,,0.327287118,0.024758108,0.044808193
P_00218,,0.103074307,0.512578387,0.60216228
P_02158,,0.660926699,1.0814E-18,8.18755E-18
P_02159,nadE,0.326409366,1.64406E-05,4.88113E-05
P_02160,pncB2,0.492910832,8.34527E-09,3.37516E-08
P_02161,gcvA_4,0.320744147,0.011386323,0.022166252
P_02162,gabD,0.545847625,3.21243E-10,1.44258E-09
P_02163,puuB_1,0.163019396,0.222041135,0.304418078
P_02164,braC_1,0.552648744,1.82573E-07,6.6023E-07
P_02165,livH_1,0.231724706,0.113729924,0.171131629
P_02166,,0.11095234,0.349073278,0.441943865
P_02167,glnQ_5,-0.219576008,0.239276198,0.323945765
P_00219,argD_1,1.943280442,3.6805E-102,1.9029E-100
P_02168,livF_1,-0.025836927,0.8549692,0.885139098
P_02169,isfD,-0.389584837,0.000756248,0.00180349
P_02170,zitB,-0.09193846,0.505244908,0.595400518
P_02171,,-0.670078736,2.60752E-08,1.0118E-07
P_02172,,-0.361017743,0.05176002,0.086377074
P_02173,ureG,-0.166555018,0.339619927,0.432231366
P_02174,ureF,-0.286929337,0.225229307,0.308053144
P_02175,ureE,0.192228133,0.278235696,0.367586247
P_02176,,-0.105646315,0.721851842,0.786241739
P_02177,fabR,-1.225801992,3.30774E-17,2.31784E-16
P_00220,cynR_1,-0.0922885,0.499614248,0.590219467
P_02178,,1.616006618,5.7326E-137,4.2179E-135
P_02179,,0.884727726,1.85903E-40,3.1565E-39
P_02180,,1.461041871,3.52898E-77,1.35019E-75
P_02181,lips,0.229454125,0.025982414,0.046656156
P_02182,,0.228141195,0.096204765,0.148379239
P_02183,nimR_2,-0.165511721,0.208045451,0.287773642
P_02184,psiF,0.336609313,6.38975E-05,0.000176471
P_02185,,-0.554981758,2.2923E-07,8.22732E-07
P_02186,dnaK_2,-0.217805966,0.303400903,0.393673476
P_02187,,0.229833895,0.010578388,0.020719922
P_00221,dmdC_1,0.449476239,6.20935E-09,2.53814E-08
P_02188,cbpA,-0.689610883,5.74915E-08,2.17785E-07
P_02189,ureC,-0.243577159,0.037965048,0.065765593
P_02190,ureB,-0.367091661,0.257933055,0.345053101
P_02191,ttr,-0.350643785,0.089904914,0.139903553
P_02192,,-0.084471693,0.663967198,0.736472313
P_02193,ureA,-0.143610108,0.498846123,0.589676189
P_02194,ureD,-0.225316366,0.160613198,0.230670457
P_02195,livF_2,-0.747665509,0.037243869,0.064652923
P_02196,lptB_2,-0.652024706,0.05738708,0.094720866
P_02197,,0.599196903,1.82852E-05,5.3981E-05
P_00222,dmdC_2,1.119188205,1.51366E-50,3.22933E-49
P_02198,,0.030365091,0.869135387,0.896955221
P_02199,amiC_1,-0.506609176,0.005775432,0.011782868
P_02200,,-1.503291812,3.34399E-37,5.02387E-36
P_02201,pfeA_2,-1.29236994,6.64966E-53,1.5265E-51
P_02202,,-0.640551334,0.001408711,0.003215828
P_02203,,-0.521375063,3.58952E-07,1.2615E-06
P_02204,,0.219233759,0.009046303,0.017933241
P_02205,,0.194078477,0.477893236,0.568538408
P_02206,cobK,-0.122877798,0.452128258,0.54285143
P_02207,cobL,0.223400517,0.021006884,0.038670833
P_00223,,0.171603967,0.241657978,0.326246798
P_02208,sir_1,-0.608783112,1.22645E-10,5.69466E-10
P_02209,cobH,-0.778156986,3.13561E-05,9.01446E-05
P_02210,cobI,-1.236801309,3.63514E-07,1.27521E-06
P_02211,cysG_1,-0.771785798,3.65937E-12,1.89029E-11
P_02212,,0.1023399,0.69540189,0.762643119
P_02213,,-0.225137934,0.157860704,0.227115212
P_02214,norG_2,0.760398399,2.0038E-29,2.36136E-28
P_02215,,-0.082589999,0.389786568,0.483463392
P_02216,,0.308746827,0.005174533,0.010701493
P_02217,,0.266321807,0.004325549,0.009059972
P_00022,wbpE_1,-2.385614024,3.9142E-173,4.4927E-171
P_00224,dmdC_3,0.08120027,0.348522362,0.441454693
P_02218,,0.77460254,7.23244E-19,5.53426E-18
P_02219,,1.170318784,2.28791E-10,1.04374E-09
P_02220,,0.209966979,0.024243739,0.043960449
P_02221,,-0.038605104,0.737732721,0.800046879
P_02222,,0.01247569,0.893611408,0.917102266
P_02223,,-0.713756411,1.31146E-11,6.52773E-11
P_02224,,0.04728042,0.453242371,0.543624029
P_02225,fadA_3,1.950267999,5.7917E-119,3.8205E-117
P_02226,fadJ,2.054484175,2.8774E-138,2.1728E-136
P_02227,,0.861115654,2.65755E-30,3.22446E-29
P_00225,,-0.155805201,0.748002309,0.807037517
P_02228,corA,-6.64842E-05,0.999432771,0.999606949
P_02229,plsC,-0.148064663,0.495450091,0.586749499
P_02230,fadB_2,0.593369572,2.90705E-13,1.62766E-12
P_02232,,0.686485058,1.63062E-09,7.02035E-09
P_02233,,0.583670511,1.99643E-05,5.86361E-05
P_02234,,0.488295146,1.22695E-06,4.1058E-06
P_02235,,1.279682779,3.75443E-72,1.29022E-70
P_02236,,-1.862250053,1.19604E-81,4.80005E-80
P_02237,bdcA,1.179922438,1.94562E-15,1.23654E-14
P_02238,dmlR_5,0.384777491,0.000723284,0.001728426
P_00226,,0.608365141,4.45054E-16,2.91571E-15
P_02239,hyuE,0.232973717,0.187396915,0.263789771
P_02240,pucI_1,-0.384488376,0.081434603,0.128182444
P_02241,cysH,0.230628158,0.014854734,0.028274943
P_02242,,-0.329454918,0.009081274,0.017990139
P_02243,,0.357961693,0.115048857,0.172844343
P_02244,higB_1,0.125879147,0.599445513,0.680019332
P_02245,pabB,-0.128940301,0.329513659,0.421269523
P_02246,rimK_2,-1.303206639,7.2963E-19,5.57569E-18
P_02247,,-1.179836998,2.06896E-24,2.00232E-23
P_02248,,-1.10229134,3.91572E-12,2.01908E-11
P_00227,bioD1,-0.124479005,0.303191907,0.393673476
P_02249,gntR_1,0.441179108,3.68428E-05,0.00010509
P_02250,prpB,1.029521143,1.4434E-19,1.14574E-18
P_02251,prpC_3,0.610755412,3.82366E-10,1.70505E-09
P_02252,acnD,0.66065833,1.35315E-15,8.6671E-15
P_02253,,0.542440893,3.33924E-08,1.2879E-07
P_02254,prpD,-1.040289596,2.17359E-35,3.12637E-34
P_02255,,-0.71286869,2.59803E-23,2.41655E-22
P_02256,dapH_1,-0.861256936,2.06288E-31,2.59624E-30
P_02257,cysK_1,-0.811797621,8.18961E-23,7.42499E-22
P_02258,glpE_3,-0.603512357,1.17354E-15,7.55885E-15
P_00228,bioC,0.060221693,0.57068498,0.654770312
P_02259,yedA_2,0.111608193,0.081897331,0.128802269
P_02260,tauR,0.18978463,0.004183616,0.008781922
P_02261,ppsR,-0.573937333,1.13288E-11,5.65356E-11
P_02262,ppsA,0.012443672,0.84234845,0.875767709
P_02263,,-0.686372248,9.61712E-08,3.57697E-07
P_02264,,-0.429281993,2.86746E-09,1.20825E-08
P_02265,zntB_1,-1.311656378,3.72633E-42,6.60043E-41
P_02266,,-0.334415633,0.000756403,0.00180349
P_02267,,-0.24477165,0.000203942,0.000529125
P_02268,,-0.328930482,3.01514E-07,1.0688E-06
P_00229,bioH,0.562593395,2.91106E-12,1.5174E-11
P_02269,oprF,-0.113056698,0.116538768,0.174580002
P_02270,sumT,0.329404911,0.249520049,0.335204953
P_02271,nasA_1,0.323655268,0.01291262,0.024867627
P_02272,hcaC,-1.297600464,0.194051357,0.271823465
P_02273,nasD,0.286400588,0.074646557,0.118834006
P_02274,pknD_2,0.212129619,0.422516933,0.515262362
P_02275,nasA_2,0.13381636,0.661008262,0.733615628
P_02276,pdtaR,0.265145993,0.476777944,0.567329176
P_02277,nrtA,0.280045488,0.087291137,0.13631669
P_02278,,0.184055671,0.283400739,0.372864933
P_00230,bioF,-0.263840532,0.01275723,0.02458487
P_02279,,0.762790694,0.431703259,0.524015441
P_02280,,-0.641870838,0.009277486,0.018334536
P_02281,cysS,-0.676253684,8.82853E-20,7.04686E-19
P_02282,glnS,-0.426266968,1.3058E-07,4.76716E-07
P_02283,,-0.78141237,1.13263E-11,5.65356E-11
P_02284,lpxH_1,-2.222092296,1.57723E-24,1.5316E-23
P_02285,emrB_1,-1.082903681,3.59915E-08,1.38072E-07
P_02286,emrA_2,-0.331306115,0.109055765,0.165207252
P_02287,ttgF,-0.163086744,0.247063457,0.332605484
P_02288,slyA_3,-0.83489497,0.023788357,0.043244023
P_00231,bioB,-0.586016776,3.14899E-12,1.63696E-11
P_02289,,-0.20637234,0.260429158,0.348067755
P_02290,rcsC_5,-0.167890756,0.263895015,0.351798721
P_02291,rcsC_6,0.441470648,0.002047831,0.004538984
P_02292,rcsC_7,-0.243399272,0.017031314,0.032088874
P_02293,rcsB_2,-0.632868986,0.009971253,0.019611042
P_02294,mrpA_1,-0.772477467,0.019905055,0.036897645
P_02295,lpfB,0.221464029,0.544150012,0.631649863
P_02297,,-0.724520187,7.70119E-16,5.00534E-15
P_02298,tamA,-0.665818115,2.57023E-08,9.98006E-08
P_02299,,0.181581257,0.011858785,0.022992422
P_00232,,-0.041898451,0.809919052,0.851460971
P_02300,xthA,-0.716048577,4.07446E-14,2.39583E-13
P_02301,,-0.319502156,0.150132927,0.217633965
P_02302,bbsG,0.842552921,8.36955E-23,7.57616E-22
P_02303,pcpR_1,0.426645947,0.000104303,0.000279979
P_02304,cueR,0.203543207,0.106773114,0.162376864
P_02305,liuE,-0.311987298,1.96339E-05,5.77546E-05
P_02306,,0.298863753,0.000578098,0.00140939
P_02307,fadD3,0.02205984,0.800120526,0.844282019
P_02308,mmgC_3,1.476367123,2.22583E-81,8.87087E-80
P_02309,,1.325200176,3.71879E-67,1.14129E-65
P_00233,modE,-0.247220211,0.066966328,0.108167677
P_02310,menB_1,1.484947525,9.64057E-52,2.13619E-50
P_02311,accA1_2,1.164518736,2.30866E-49,4.76598E-48
P_02312,,-0.137276693,0.416407777,0.509110404
P_02313,,0.109989029,0.129614308,0.191468858
P_02314,,0.175980575,0.06594855,0.106703899
P_02315,yceJ_1,0.290526744,0.033468227,0.058684436
P_02316,srpA,0.472290927,6.85712E-07,2.35788E-06
P_02317,echA8_1,0.085099564,0.521818802,0.610668455
P_02318,,0.207717727,0.405952361,0.499305744
P_02319,tycB_1,0.222356726,0.151823083,0.21974139
P_00023,wbpE_2,-2.581308428,2.378E-166,2.353E-164
P_00234,,0.06648735,0.678517982,0.748848981
P_02320,ecfG,-0.031249652,0.836610839,0.871295981
P_02321,,-1.1584299,3.83474E-26,3.96533E-25
P_02322,,-1.027529149,5.20555E-23,4.7647E-22
P_02323,,-0.599238269,2.13154E-18,1.5764E-17
P_02324,,-0.260444797,0.00191849,0.00426587
P_02325,,0.060191721,0.49587752,0.587134534
P_02326,,0.252832595,0.000204046,0.000529155
P_02327,,0.491240271,2.44943E-11,1.19943E-10
P_02328,,0.386750271,2.78677E-08,1.07917E-07
P_02329,zapE_1,0.155084529,0.170505603,0.242992713
P_00235,rdoA,0.272789262,0.012946245,0.024915661
P_02330,kdkA_1,-0.697977373,1.48552E-05,4.44262E-05
P_02331,,-0.304886495,0.393897643,0.48729868
P_02332,azoR_1,-0.069767899,0.843443474,0.876588573
P_02333,yhcG,0.091821726,0.567656902,0.651947761
P_02334,,-0.046954059,0.682254614,0.752105115
P_02335,,0.055636133,0.650483439,0.72516015
P_02336,,-0.356253191,0.041304543,0.070739115
P_02337,,-0.475482792,2.38607E-05,6.94052E-05
P_02338,,-0.708358813,4.03914E-05,0.000114642
P_02339,,-0.87562729,7.17196E-05,0.000196749
P_00236,rarD_1,0.201457204,0.01386691,0.026562816
P_02340,,-0.911042847,5.39356E-07,1.86918E-06
P_02341,yjfC,-1.014696267,1.31209E-09,5.67452E-09
P_02342,,-0.359325924,0.274839905,0.363769884
P_02343,,0.149334353,0.383121962,0.476443377
P_02344,ycaC_1,0.378678377,0.209256154,0.28909992
P_02345,,-1.120337171,4.71401E-09,1.94911E-08
P_02346,,1.09087458,2.29443E-20,1.87308E-19
P_02347,,0.6583602,7.04125E-11,3.32906E-10
P_02348,recD2,-0.189286428,0.005604278,0.011503201
P_02349,nucS,-0.014228625,0.939023818,0.953309339
P_00237,purU_1,0.650210514,7.77774E-19,5.93569E-18
P_02350,,-0.537085427,2.55631E-08,9.93275E-08
P_02351,,-0.553410729,0.008441896,0.016828079
P_02352,,-0.106942144,0.303727897,0.393988176
P_02353,,-0.064528039,0.827200717,0.864166295
P_02354,,-0.274810344,0.324548391,0.41594087
P_02355,intA_4,0.171163417,0.076928442,0.121966795
P_02356,prtR_2,-0.118318734,0.603299271,0.683445424
P_02357,ppa_1,-0.667899859,1.02068E-12,5.51571E-12
P_02358,mtfA,-0.550347559,0.008936889,0.017728587
P_02359,dedA,-0.705894284,4.69186E-05,0.000132252
P_00238,glcB,0.132981792,0.049990132,0.083837922
P_02360,,0.583192789,1.28867E-14,7.85106E-14
P_02361,eutC,0.602548155,2.68412E-14,1.60126E-13
P_02362,eutB,0.583267262,5.53151E-13,3.04658E-12
P_02363,,0.166031722,0.105458959,0.160623399
P_02364,ald1,0.41638375,1.42004E-07,5.1645E-07
P_02365,acoR_2,0.748051222,3.75172E-27,4.02451E-26
P_02366,,0.334189094,0.006435285,0.013059441
P_02367,mpl,-0.21506862,0.003694728,0.00785335
P_02368,ubiX,-0.357658348,4.33843E-05,0.000122833
P_02369,,-0.44685332,0.00189403,0.004218021
P_00239,rssB_1,0.689929332,3.13551E-20,2.54162E-19
P_02370,,0.677043356,3.37617E-24,3.23469E-23
P_02371,,-0.395181934,5.25487E-05,0.000147111
P_02372,,-0.21856173,0.025950682,0.04661376
P_02373,cidA,-0.260459681,0.196928513,0.274981201
P_02374,yohK,0.282427751,0.001046503,0.00244539
P_02375,,0.309401,0.001397293,0.003193574
P_02376,,-0.15326122,0.443465708,0.53523653
P_02377,,-0.429436494,9.84131E-05,0.000265535
P_02378,,-0.98904594,2.56893E-16,1.70637E-15
P_02379,proA,-0.047754129,0.497289111,0.588199136
P_00240,guaB_1,0.734418055,4.54612E-19,3.53047E-18
P_02380,nadD,-0.369407395,6.53326E-06,2.03111E-05
P_02381,rsfS,-0.432374825,1.03044E-06,3.4864E-06
P_02382,rlmH,-1.206311314,4.51555E-23,4.13973E-22
P_02383,mrdA_1,-1.117028643,9.17245E-18,6.63817E-17
P_02384,mrdB,-0.5271225,0.005453962,0.011222764
P_02385,mltB,-0.350949392,6.45893E-05,0.000178296
P_02386,rlpA_2,-0.773272119,2.42317E-20,1.97536E-19
P_02387,dacC_1,-0.863776285,6.53154E-23,5.94049E-22
P_02388,,0.327292841,3.43365E-05,9.83319E-05
P_02389,lipB,0.271382398,0.000216151,0.000558779
P_00241,polC_1,-0.808208203,1.21066E-07,4.44813E-07
P_02390,lipA,0.430139216,8.99879E-10,3.92134E-09
P_02391,norG_3,-0.056951885,0.71450957,0.778785302
P_02392,,-0.073335334,0.520466832,0.6095835
P_02393,tdh_1,0.656401347,4.2571E-23,3.9153E-22
P_02394,nodD2_3,-0.936832925,4.02293E-23,3.70588E-22
P_02395,intS_2,0.215510684,0.010924458,0.02134677
P_02396,namA_2,0.186983038,0.07335204,0.117098013
P_02397,,-0.158900696,0.18638152,0.262553643
P_02398,,-0.321528458,0.048174085,0.081219469
P_02399,,-0.184439503,0.02666472,0.047791639
P_00242,fecI_1,-3.236078359,8.5597E-111,4.8638E-109
P_02400,,-0.237220162,0.118345723,0.176917454
P_02401,,0.04287362,0.783078779,0.832392871
P_02402,,0.83356148,0.048848917,0.082212297
P_02403,luxB,-0.254701023,0.214234771,0.294913253
P_02404,,-0.243003224,0.199559388,0.278451574
P_02405,,0.110476212,0.741031634,0.803017475
P_02406,mdtC_2,0.151898324,0.156254453,0.225199474
P_02407,hcf136_1,-0.04755451,0.688711082,0.757326161
P_02408,tyrA_1,0.001237456,0.993650452,0.995732485
P_02409,,0.175170577,0.029807838,0.052961977
P_00243,fecR_1,-1.577190635,3.6058E-52,8.11516E-51
P_02410,kdgK_3,0.585858734,2.09669E-05,6.14549E-05
P_02411,amtB_1,0.058957759,0.698994231,0.76425149
P_02412,fni,0.109467772,0.658486412,0.731382527
P_02413,,0.245114031,0.55639484,0.642872959
P_02414,purF_1,-0.460128873,0.228792852,0.311516531
P_02415,,0.331385013,0.194824852,0.272507878
P_02416,,0.375536476,6.28845E-05,0.000173841
P_02417,,-0.371481557,1.73869E-05,5.14349E-05
P_02418,,-0.546930073,2.76227E-06,8.89101E-06
P_02419,purU_3,0.090867874,0.708701998,0.773680952
P_00024,iolE_1,-2.878664431,1.854E-145,1.4778E-143
P_00244,fhuA_1,-0.010690698,0.9232447,0.940451071
P_02420,folD_1,-0.05623794,0.793889973,0.8393763
P_02421,soxB_2,-0.052059398,0.806426458,0.848722069
P_02422,soxD_2,-0.291125733,0.548144189,0.635515051
P_02423,soxA_2,-0.040852908,0.730977832,0.794372615
P_02424,,0.159223031,0.065391309,0.105981565
P_02425,pcaR_1,-0.009971226,0.932281176,0.947469749
P_02426,,-0.676531355,0.015264273,0.028987976
P_02427,,0.227010966,0.000511213,0.001255393
P_02428,lutR_3,0.405747257,1.05087E-08,4.19689E-08
P_02429,,0.137209508,0.421429469,0.514373399
P_00245,,0.260153228,0.201723653,0.28072067
P_02430,pagL_1,-0.691035195,0.235147313,0.31933517
P_02431,,-0.064347653,0.785270744,0.833333728
P_02432,,0.272584541,0.060269723,0.09888163
P_02433,,0.34779993,0.00335895,0.007192915
P_02434,pqiB_2,-0.146215429,0.192601463,0.270056144
P_02435,pqiA_2,0.287169531,0.575086186,0.659029478
P_02436,yebS_2,-0.293826015,0.610473264,0.689530813
P_02437,sasA_11,0.183001845,0.089329715,0.139159402
P_02438,baeR,0.210464359,0.040726826,0.069937539
P_02439,cusC,-0.16933226,0.064529057,0.104838003
P_00246,,0.108762795,0.830158624,0.866232789
P_02440,,0.158656558,0.311238071,0.40252456
P_02441,mdtA_4,-0.07386346,0.514531956,0.603986755
P_02442,swrC,0.291452465,0.001156381,0.00268357
P_02443,,0.19187933,0.657174464,0.730632245
P_02444,,0.122458563,0.584064676,0.666788776
P_02445,,-0.234839706,0.244484749,0.329597833
P_02446,,0.172755337,0.811213375,0.852639287
P_02447,soj_3,0.215008373,0.195669161,0.273622153
P_02448,,-0.198383999,0.788337823,0.835507067
P_02449,,0.159234495,0.113475426,0.170793462
P_00247,yibF_1,0.345875763,0.048704008,0.082025285
P_02450,,0.118811917,0.623212752,0.700948731
P_02451,,-0.073834045,0.617309073,0.69533597
P_02452,tcyA_1,0.106095804,0.148261445,0.215084033
P_02453,,0.092218641,0.321743935,0.413084662
P_02454,,-0.215948793,0.207164509,0.287123471
P_02455,ygjP,-0.8949574,1.03122E-12,5.56218E-12
P_02456,,-0.219196972,0.006419864,0.013037367
P_02457,alyA,0.360337679,5.2776E-05,0.000147603
P_02458,,0.205350011,0.095301261,0.147223132
P_02459,,-0.011845695,0.981352961,0.986682663
P_00248,,-0.043240167,0.97074623,0.978521428
P_02460,,0.325485178,0.526703456,0.615005317
P_02461,,-0.559317345,0.26612019,0.354435779
P_02462,cbbA,0.046146594,0.536438086,0.624719597
P_02463,mliC,-0.080881823,0.29944538,0.39021731
P_02464,,0.104939562,0.217759095,0.299190675
P_02465,pgk,-0.141032757,0.072910721,0.11649071
P_02466,epd,-0.438159387,1.99493E-05,5.86222E-05
P_02467,tktA,0.497244315,8.58311E-15,5.29092E-14
P_02468,ubiG_4,-1.057581577,2.44377E-40,4.11285E-39
P_02469,metK,-0.986158511,8.14122E-28,9.07233E-27
P_00249,creD,-0.470342884,0.117944971,0.176420242
P_02470,,0.203599204,0.284354381,0.373948165
P_02471,ligB,-0.221252049,0.048052497,0.081062104
P_02472,,-0.014947728,0.905556831,0.927040787
P_02473,,-0.040919167,0.725016091,0.789388606
P_02474,mltA,-0.64087822,6.30686E-06,1.96499E-05
P_02475,,-0.577803093,5.58865E-11,2.65948E-10
P_02477,nhaP_1,-0.501013577,0.005744376,0.011732019
P_02478,,-0.892407864,0.00028054,0.000716201
P_02479,,-0.762574659,0.061775896,0.101092634
P_02480,,-0.144692726,0.795787613,0.840917899
P_00250,creC,-0.78656247,3.47704E-10,1.55532E-09
P_02481,,0.265125717,0.064249668,0.104514979
P_02482,,0.475193114,1.3055E-07,4.76716E-07
P_02483,recF_2,-0.531323491,1.78435E-10,8.19886E-10
P_02484,,-0.584121233,0.008130343,0.016252191
P_02485,,-0.419328691,0.005356696,0.011034486
P_02486,,-0.291777501,0.056029604,0.092800548
P_02487,,-0.052802573,0.641561286,0.717303764
P_02488,clcA,-0.657203425,8.74068E-11,4.1117E-10
P_02489,trkI_2,-0.547495512,0.016330375,0.030889922
P_02490,,-0.625099184,3.50243E-15,2.20399E-14
P_00251,creB,-0.25841901,0.038694488,0.066908005
P_02491,polC_2,-1.007940232,4.06146E-09,1.69149E-08
P_02492,guaB_3,-0.47049709,7.87936E-07,2.69646E-06
P_02493,,-0.294385824,0.004791719,0.009960041
P_02494,,-0.100276391,0.682253238,0.752105115
P_02495,rppH_4,-0.221857649,0.261373308,0.349004518
P_02496,nhaA_1,-0.271512874,0.020232029,0.03743121
P_02497,ppa_2,-0.052313413,0.792040922,0.838347999
P_02498,,-0.048084141,0.862377099,0.891744535
P_02499,crcB_1,-0.402808637,0.114056831,0.171533582
P_02500,,-1.192329318,1.1732E-12,6.30429E-12
P_00252,,-0.296893862,0.043495902,0.074138099
P_02501,,0.237718683,0.112214109,0.169205668
P_02502,,-0.117357217,0.337978885,0.430461789
P_02503,,0.045746677,0.69282772,0.760983403
P_02504,,-0.722829477,0.038894009,0.067232746
P_02505,,-0.268874672,0.100227324,0.153551686
P_02506,,0.027251058,0.750959835,0.808888606
P_02507,,-0.168849659,0.107911517,0.163793757
P_02508,,0.446831896,2.50847E-08,9.75346E-08
P_02509,,-0.218410616,0.018260304,0.034191152
P_02510,,-0.7434267,0.019552103,0.03633728
P_00253,yihG_1,-1.420667142,1.11048E-28,1.27207E-27
P_02511,,-0.459778845,0.202044315,0.281030617
P_02512,,0.480628793,2.71145E-07,9.67726E-07
P_02513,,0.254755247,0.062161224,0.101665221
P_02514,,0.680032036,9.14173E-14,5.27811E-13
P_02515,,0.194596167,0.053180269,0.088464221
P_02516,xerD_1,-0.167161907,0.539823267,0.628024677
P_02517,yabJ_2,-0.433766514,0.001630595,0.00366836
P_02518,fabF_1,0.156009999,0.285641294,0.375296563
P_02519,,0.473548656,0.004516399,0.009418465
P_02520,,-0.254929046,0.022906607,0.041786719
P_00025,lysK,-3.277353066,9.274E-241,1.7741E-238
P_00254,,0.148732422,0.171647199,0.244376897
P_02521,,0.07695103,0.688022732,0.756864569
P_02522,rssB_7,-0.004176947,0.975424298,0.981305458
P_02523,sasA_12,-0.354318997,0.064270249,0.104518832
P_02524,ssuA_1,0.272405177,0.12946207,0.191293208
P_02525,moxC_1,0.236255451,0.11995947,0.178863964
P_02526,,0.346828448,0.000599299,0.00145798
P_02527,dmlR_6,-0.303166509,0.018501719,0.034557781
P_02528,,1.087076207,4.01222E-20,3.23856E-19
P_02529,,0.97126508,9.12775E-06,2.79531E-05
P_02530,,-1.91089826,0.002435835,0.00532746
P_00255,,0.369626654,9.58449E-07,3.25283E-06
P_02531,fmt_1,0.193805285,0.043284931,0.073844299
P_02532,tmk_1,-0.191582225,0.099474726,0.152520827
P_02533,,0.170739418,0.031491701,0.055643741
P_02534,cycA,-0.272985112,0.003468106,0.007418359
P_02535,aphB,0.534990683,5.07011E-06,1.59788E-05
P_02536,decR_1,0.134963446,0.404769828,0.498385334
P_02537,,0.126977021,0.627927646,0.704531136
P_02538,,0.002841874,0.991749841,0.994870186
P_02539,dhmA,0.133840416,0.616307182,0.694669047
P_02540,,0.33859174,0.133574799,0.196510068
P_00256,,0.99970034,2.36028E-14,1.41691E-13
P_02541,pytH,0.272060944,0.025307012,0.045657636
P_02542,dipZ,-0.201917875,0.503796966,0.594060158
P_02543,,-0.044580501,0.936713291,0.951300226
P_02544,ompR_3,-0.054451263,0.659271377,0.731971065
P_02545,sasA_13,-0.024621353,0.82329908,0.860796761
P_02546,,-0.448585732,0.051492363,0.086055525
P_02547,,-0.25550468,0.110010233,0.166382621
P_02548,,0.397494237,3.90947E-05,0.000111237
P_02549,,0.277224833,0.002137778,0.00472055
P_02550,,0.206570538,0.043196451,0.073759128
P_00257,fdhA_1,-0.173575926,0.104322633,0.159230742
P_02551,,0.153586356,0.097490012,0.150079178
P_02552,,-0.156881049,0.118290837,0.176881478
P_02553,,-0.443141323,0.001257701,0.002905775
P_02554,recF_3,-0.176182864,0.021863794,0.040126739
P_02555,rep_2,-0.367274986,1.75014E-06,5.76583E-06
P_02556,,0.418327556,0.174580152,0.247937514
P_02557,,-0.93307956,8.73924E-09,3.51714E-08
P_02558,,-0.432591408,0.000105318,0.000282176
P_02559,,0.140489981,0.058552074,0.096449585
P_02560,bcr_2,-0.16801547,0.094840262,0.146629382
P_00258,purU_2,-0.244934402,0.017919925,0.033586617
P_02561,xerC_4,-0.297566705,0.072592912,0.116047555
P_02562,,0.3318164,0.000115785,0.000308777
P_02563,arnC_2,-0.719136925,4.10709E-10,1.82718E-09
P_02564,arnA,-0.914713529,3.46007E-32,4.49262E-31
P_02565,arnD,-1.514392858,8.10782E-36,1.18399E-34
P_02566,arnT_2,-1.45672666,1.89596E-40,3.20971E-39
P_02567,arnE_2,-2.832515383,1.14608E-12,6.16435E-12
P_02568,arnF_2,-1.470175306,6.29258E-10,2.76729E-09
P_02569,rkpK,-2.047149959,2.93825E-61,8.266E-60
P_02570,,-0.767151411,2.41783E-10,1.10039E-09
P_00259,soxG,0.473988348,0.001562522,0.00352905
P_02571,,-0.104050565,0.567565867,0.651947761
P_02572,,0.08496923,0.658441557,0.731382527
P_02573,menB_2,0.984260301,2.34526E-33,3.20463E-32
P_02574,mmgC_4,0.712984221,1.02855E-12,5.55303E-12
P_02575,gcd,0.317027519,5.03212E-07,1.7492E-06
P_02576,,-2.400949439,6.32357E-48,1.27337E-46
P_02577,ddc,-1.391613876,6.9524E-35,9.82754E-34
P_02578,,-0.035302393,0.629634067,0.706119388
P_02579,,-0.113587385,0.798968702,0.843502829
P_02580,lon_2,-0.36413911,9.05709E-06,2.77516E-05
P_00260,soxA_1,0.827196299,2.73514E-17,1.93075E-16
P_02581,,-0.584042459,0.000272069,0.000695194
P_02582,,-0.861898137,1.51557E-05,4.52307E-05
P_02583,cmoA,-0.586167983,0.006241872,0.012698371
P_02584,cmoB_1,-0.784623885,1.95243E-06,6.4065E-06
P_02585,tadA,-0.141239746,0.287608272,0.377276314
P_02586,mmcO,0.15698745,0.031691505,0.055927905
P_02587,pdxJ,-0.120586546,0.304002291,0.394186433
P_02588,recO,-0.132345865,0.659436443,0.732012716
P_02589,era,-0.592465698,1.54369E-09,6.65606E-09
P_02590,rnc,-1.216057617,5.06963E-24,4.84104E-23
P_00261,soxD_1,0.396173341,0.058570952,0.096452997
