locus_tag,gene_name,logFC,Pvalue,q.value
P_00001,,-0.35249195,0.290543671,0.380486951
P_00010,,-0.23575109,0.482981853,0.573759647
P_00102,yjjV,-0.382778098,0.00426109,0.008931482
P_01009,,-0.170070495,0.395745167,0.489162505
P_01010,,-0.314477092,0.02366593,0.043089713
P_01011,,-0.34407357,0.003304437,0.007078822
P_01012,davT_1,-0.124249552,0.500313958,0.590681302
P_01013,,-2.597758051,1.5888E-23,1.48504E-22
P_01014,mdtG_1,-2.614979775,2.26805E-93,1.07573E-91
P_01015,,-1.411143242,9.69041E-40,1.5935E-38
P_01016,pat,-1.951725091,6.6049E-134,4.7982E-132
P_01017,,0.149423687,0.088702012,0.138294172
P_01018,,-0.459740804,0.00284445,0.006180845
P_00103,cra,0.666364937,4.18229E-19,3.25674E-18
P_01019,queC_2,-0.250914284,0.011395168,0.022175948
P_01020,cyoE,-1.013839592,1.39187E-32,1.8321E-31
P_01021,cyoD_1,-1.345627489,2.64965E-07,9.46256E-07
P_01022,cyoC_1,-1.567010375,1.95599E-22,1.74038E-21
P_01023,cyoB_1,-1.70167658,3.23061E-74,1.15158E-72
P_01024,cyoA_1,-1.851032585,1.29221E-52,2.95458E-51
P_01025,dsbB_1,0.531748333,2.31275E-13,1.30639E-12
P_01026,hmp,-0.032028255,0.895028058,0.918063632
P_01027,norR2,-0.179191206,0.287687836,0.377294445
P_01028,,1.707998282,6.21945E-62,1.77579E-60
P_00104,,-0.820724746,1.03638E-11,5.18551E-11
P_01029,rhaS_2,1.06461275,1.52683E-31,1.93006E-30
P_01030,malT_2,0.374315471,0.00223449,0.004909547
P_01031,acoR_1,-0.841142965,4.19585E-22,3.68759E-21
P_01032,btuB_2,-0.244805389,0.021851152,0.040116366
P_01033,,0.047460241,0.819456721,0.858564747
P_01034,,-0.812335707,5.92324E-07,2.0478E-06
P_01035,,-0.136032373,0.109073058,0.165207252
P_01036,,-0.051694866,0.881455185,0.906896972
P_01037,,-0.098679825,0.50851394,0.598392763
P_01038,,0.181340521,0.645026593,0.720336178
P_00105,lacC,-0.558094759,0.002049811,0.004540279
P_01039,,-0.409854178,0.306926953,0.397513907
P_01040,,-0.419217683,0.146320137,0.212751777
P_01041,,-0.537890046,0.001698867,0.003814475
P_01042,,-0.074652784,0.509122688,0.598863519
P_01043,,0.00355832,0.969080285,0.977597426
P_01044,,-0.083790057,0.427036557,0.519449513
P_01045,,-0.193306978,0.444139032,0.535866682
P_01046,,0.015419778,0.900339872,0.922852389
P_01047,,-0.102628167,0.424044331,0.516466556
P_01048,,0.164452096,0.537998665,0.626155818
P_00106,fruA,-0.631292203,1.57893E-06,5.24086E-06
P_01049,,0.122379961,0.164767824,0.235928778
P_01050,,0.459545251,2.32804E-08,9.08888E-08
P_01051,,-0.304781684,0.168373537,0.240372072
P_01052,,-0.100923248,0.297825609,0.388370627
P_01053,,0.554878342,2.8331E-06,9.10367E-06
P_01054,,0.143149794,0.267808545,0.356271033
P_01055,,0.170775945,0.135847997,0.199598478
P_01056,,0.287146323,0.000376317,0.000941038
P_01057,,-1.121908335,2.00302E-09,8.57219E-09
P_01058,,-1.195384095,0.183283758,0.258761497
P_00107,phoD_1,0.00030057,0.998852463,0.99927537
P_01059,,-0.264150295,0.001976473,0.004389699
P_01060,,0.049163349,0.697420861,0.763199536
P_01061,,0.521136317,1.55502E-05,4.62876E-05
P_01062,,-0.117899261,0.77598429,0.827303333
P_01063,,0.526144419,3.48108E-05,9.95909E-05
P_01064,,0.486826149,0.130092092,0.19197699
P_01065,,-0.518743309,0.003607623,0.007682467
P_01066,,0.754648173,6.64218E-17,4.6038E-16
P_01067,,0.706143192,7.74431E-14,4.49389E-13
P_01068,gpmA_1,-0.032887367,0.697489146,0.763199536
P_00108,,0.06301505,0.496473801,0.587472639
P_01069,,-0.015304933,0.91197596,0.931618019
P_01070,,-0.261825117,0.093158215,0.144412728
P_01071,,-0.353710942,0.004831392,0.010031607
P_01072,hxpA,0.293100524,0.018978139,0.035304874
P_01073,,-0.27992879,0.288297237,0.377920933
P_01074,fdhA_2,-0.006582067,0.929044963,0.944850087
P_01075,hcaB_1,-0.200339985,0.150372945,0.217926851
P_01076,,0.169896195,0.0253602,0.045724846
P_01077,,-0.036971897,0.82167484,0.860416681
P_01078,,0.946559966,4.14073E-31,5.13253E-30
P_00109,bfrD,0.113799982,0.451361814,0.542371326
P_01079,,0.226737234,0.143943225,0.20993397
P_01080,,-0.02796163,0.756683499,0.812917746
P_01081,gfo,0.048417441,0.533228299,0.621612271
P_01082,lig_1,-0.205875781,0.006366102,0.012937343
P_01083,,-0.532485845,0.00040532,0.001007856
P_01084,ibpA,0.159571891,0.059584577,0.097897478
P_01085,,0.096240116,0.639222804,0.715246573
P_01086,,0.998174142,3.91545E-31,4.8638E-30
P_01087,,0.504331955,0.002311509,0.005071005
P_01088,,0.067443573,0.5804221,0.663951053
P_00110,,-0.658591036,5.73509E-06,1.79464E-05
P_01089,,0.258159203,0.024836969,0.044936748
P_01090,,0.034950491,0.853379017,0.884192486
P_01091,,0.489291906,1.81673E-05,5.36604E-05
P_01092,,-0.682175693,0.176377318,0.250118465
P_01093,,-0.08164554,0.540864639,0.628853761
P_01094,,0.309854026,0.023551057,0.042907784
P_01095,umuD_1,0.078634693,0.774556163,0.826769273
P_01096,umuC_1,0.096065912,0.593182746,0.674717034
P_01097,,-0.093617099,0.450730686,0.541726368
P_01098,,-0.143288774,0.249299709,0.335007093
P_00111,,-0.733212133,2.66786E-09,1.12746E-08
P_01099,,-0.28440119,0.00795534,0.015935672
P_01100,,-0.035627472,0.766631933,0.821124974
P_01101,recF_1,0.238110242,0.00119519,0.002769155
P_01102,,-1.823313313,2.20354E-20,1.8021E-19
P_01103,,-0.504437021,0.430473987,0.52314792
P_01104,,-1.315826971,0.000521624,0.001277677
P_01105,,-0.28842036,0.023685112,0.043097291
P_01106,,-0.485695428,0.063258639,0.103189861
P_01107,,0.11808981,0.699184275,0.764308295
P_01108,,0.001616492,0.99412873,0.996006333
P_00011,,-0.149950291,0.170873252,0.243456205
P_00112,ldc,0.605999434,2.2508E-17,1.59277E-16
P_01109,,0.572038554,0.001486237,0.003376688
P_01110,,0.199915714,0.306159072,0.396624586
P_01111,,-0.404408366,0.005506005,0.011317681
P_01112,,-0.760637717,0.000160728,0.000421773
P_01113,xerC_3,0.026452469,0.97101926,0.978521428
P_01115,yccA,0.781799126,5.54102E-30,6.6527E-29
P_01116,murB,-0.598361985,5.52268E-06,1.731E-05
P_01117,yfkJ,-0.880357353,8.12256E-09,3.29204E-08
P_01118,kdsB,-0.303501819,0.004049358,0.008531301
P_01119,,0.493919167,0.045536699,0.077295213
P_00113,osmV,-0.426592637,0.093205218,0.144412728
P_01120,lpxK,-0.683461847,6.34928E-11,3.01238E-10
P_01121,,-0.536345007,0.000237133,0.000609824
P_01122,tolQ_2,-0.293452145,0.001608825,0.003622224
P_01123,comEC,0.139380769,0.29117154,0.381079468
P_01124,,-0.256426027,0.04019671,0.069172089
P_01125,pfeS,-0.995849577,1.26276E-15,8.12441E-15
P_01126,ompR_2,-1.878318402,1.45584E-95,7.08055E-94
P_01127,barA,-0.00431408,0.952212083,0.964139934
P_01128,ldhA,-0.351542547,0.000695542,0.001665297
P_01129,,-0.370821137,0.014391131,0.027457015
P_00114,osmW,0.62134813,5.7371E-05,0.000159909
P_01130,,-0.241509551,0.096840419,0.149279389
P_01131,resA_1,0.481084387,8.73738E-09,3.51714E-08
P_01132,yfgD,0.30413789,0.006281153,0.012769231
P_01133,,0.352648623,0.000104022,0.000279356
P_01134,,-0.052773353,0.744360475,0.80478637
P_01135,,0.139378422,0.912275936,0.931758605
P_01136,cmpR_1,-0.348829711,0.130992343,0.193106874
P_01137,cfiB,-0.562793753,1.55324E-13,8.86086E-13
P_01138,cfiA,-0.665857452,1.36059E-15,8.70502E-15
P_01139,,0.069965161,0.601973891,0.682213302
P_00115,osmX,-0.495653335,0.086263449,0.13489535
P_01140,,0.131696507,0.205713775,0.285511816
P_01141,,0.510678973,1.36226E-07,4.95753E-07
P_01142,,-1.75109719,3.01283E-05,8.68441E-05
P_01143,artQ_3,-0.869783448,4.78101E-05,0.000134567
P_01144,fliY_2,-1.94832367,2.36023E-38,3.7315E-37
P_01145,mmuM,0.17592562,0.290586218,0.380486951
P_01146,,0.653024893,5.33289E-08,2.02283E-07
P_01147,phnO,0.433577143,0.024404467,0.044237913
P_01148,paiB,0.430550384,0.018933997,0.035234179
P_01149,gabR_1,0.29003727,0.023680303,0.043097291
P_00116,osmY_1,-1.041984619,1.2148E-07,4.45514E-07
P_01150,,0.280369876,0.003775394,0.008009976
P_01151,spuD_1,0.496080143,0.017126629,0.032215576
P_01152,aphA_1,0.988012676,5.41626E-07,1.87591E-06
P_01153,,-0.494501783,0.048720429,0.082025285
P_01154,,0.298473038,0.002188961,0.004822436
P_01155,ansA,0.625075314,1.53878E-09,6.63988E-09
P_01156,alsT,0.175847301,0.205887858,0.285610137
P_01157,aspA,0.329938182,0.06409889,0.104358448
P_01158,yjiE,0.413231344,6.42494E-06,1.99961E-05
P_01159,purE,-0.514637681,1.01586E-05,3.09568E-05
P_00117,prfC,-0.217180736,0.022472822,0.041073733
P_01160,purK,-0.176087775,0.103736614,0.158378405
P_01161,,0.657174582,1.15725E-18,8.73876E-18
P_01162,,-0.573348092,1.19594E-07,4.39968E-07
P_01163,yeaD_1,-0.528698001,1.49679E-10,6.9052E-10
P_01164,,-0.278134083,0.001355359,0.0031151
P_01165,proP_2,-0.256301043,0.02027306,0.037482956
P_01166,pstS_1,0.133178835,0.203114927,0.282314499
P_01167,,-0.615851817,1.95374E-05,5.75296E-05
P_01168,,-0.258917141,0.0355121,0.06183372
P_01169,pstB,-0.299129757,0.039759179,0.06856308
P_00118,,0.760811115,5.69531E-27,6.05285E-26
P_01170,phoU,-0.075338384,0.615418588,0.694023831
P_01171,cheB_1,-0.214377568,0.050491397,0.084572627
P_01172,,-2.086487147,1.20149E-49,2.5074E-48
P_01173,phoR,0.17799455,0.033854423,0.059234919
P_01174,phoB,0.592761815,1.53069E-10,7.05026E-10
P_01175,,0.647636363,1.79892E-21,1.5386E-20
P_01176,ubiA,-0.255179046,0.065045588,0.105510637
P_01177,ubiC,-0.947336778,5.01246E-06,1.58058E-05
P_01178,rubA1,-0.063050434,0.774907113,0.826769273
P_01179,alkT,-0.076817682,0.393795204,0.48729868
P_00119,pfeA_1,-0.445580015,0.000921839,0.002165548
P_01180,hupB_2,0.173395583,0.059286657,0.097520279
P_01181,,-2.475770457,3.55024E-08,1.36378E-07
P_01182,,-2.834925934,4.5125E-21,3.80842E-20
P_01183,rhsA,-1.131217879,5.07909E-43,9.19524E-42
P_01184,,-2.634655655,1.53241E-21,1.31457E-20
P_01185,vgrG1_1,-2.808973737,4.973E-138,3.7065E-136
P_01186,clpV1,-2.282238662,2.3424E-121,1.5815E-119
P_01187,,-2.610945322,1.46186E-84,6.12382E-83
P_01188,,-2.487571284,4.8065E-107,2.6781E-105
P_01189,,-2.116554463,3.67148E-29,4.26531E-28
P_00120,ddpF,0.03688644,0.744551108,0.80478637
P_01190,hcp1,-1.635803613,1.04699E-73,3.66383E-72
P_01191,,-1.438693138,2.23472E-86,9.57095E-85
P_01192,,-1.619836219,9.01343E-82,3.64282E-80
P_01193,,-0.791280915,1.78212E-28,2.02527E-27
P_01194,,-0.54212601,2.89388E-14,1.72282E-13
P_01195,,-1.204761832,1.15137E-14,7.04445E-14
P_01196,,-1.522436161,7.96023E-58,2.0125E-56
P_01197,,-1.728030603,1.2624E-64,3.81312E-63
P_01198,,-1.550853583,3.27441E-76,1.22025E-74
P_01199,,-1.801265977,2.37652E-42,4.27551E-41
P_00121,dppD,0.035647174,0.750281824,0.80846177
P_01200,prpC_1,-2.159538438,1.14601E-60,3.13188E-59
P_01201,pknD_1,-1.63642067,3.73124E-87,1.62224E-85
P_01202,yknY_1,-1.856271084,3.3475E-26,3.47401E-25
P_01203,,0.49870446,2.37909E-10,1.08363E-09
P_01204,,-0.139003145,0.089521598,0.13938265
P_01205,,-1.030649897,2.68701E-38,4.20184E-37
P_01206,,0.202402161,0.152010575,0.219911443
P_01207,,0.834592192,9.73044E-40,1.59551E-38
P_01208,recG,-0.369735312,5.63337E-05,0.000157247
P_01209,oxyR_1,-0.095832027,0.3563739,0.449402288
P_00012,,0.050257415,0.696255585,0.763141865
P_00122,dppC,-0.223829466,0.073731791,0.117638796
P_01210,,-1.846800914,9.07071E-94,4.33807E-92
P_01211,exbD_2,-1.708587658,2.68682E-82,1.10933E-80
P_01212,,-1.620036896,8.16884E-74,2.87613E-72
P_01213,,0.199256825,0.004450571,0.009301467
P_01214,tauD_2,-0.278722146,0.317387064,0.408496156
P_01215,nodD2_1,-0.199801898,0.143283339,0.209184198
P_01216,emrY,0.380536271,0.051777708,0.086381473
P_01217,emrA_1,0.349691811,0.001716241,0.003848966
P_01218,srpC_1,0.182277446,0.429570525,0.522310433
P_01219,fecI_2,-1.677420389,2.18897E-32,2.85511E-31
P_00123,dppB,0.057905447,0.622382978,0.700363904
P_01220,fecR_2,-0.768723953,2.0659E-10,9.46225E-10
P_01221,fhuA_2,0.077334714,0.501415761,0.591738649
P_01222,,0.11566956,0.295161536,0.385685804
P_01223,,0.749561359,8.15321E-14,4.72162E-13
P_01224,,-0.07599117,0.584012364,0.666788776
P_01225,,0.719758598,6.14366E-28,6.85962E-27
P_01226,,-0.027094204,0.741600528,0.803330583
P_01227,,0.319670915,0.01472401,0.028036196
P_01228,,0.273126125,0.008286932,0.016542157
P_01229,slyA_2,-0.061363801,0.58755894,0.669845204
P_00124,dppA_1,0.156409629,0.093194281,0.144412728
P_01230,aaeB_2,-0.308266643,0.013582442,0.026061395
P_01231,aaeX_1,-1.049959536,0.091698436,0.142424174
P_01232,aaeA_1,-0.32597166,0.02386275,0.043351795
P_01233,oprM_2,-0.615371702,3.91411E-05,0.000111314
P_01234,,1.545970021,8.0662E-114,4.8221E-112
P_01235,ydgA,0.115965409,0.08341889,0.130946666
P_01236,pgaA,-0.035937403,0.597735076,0.678720743
P_01237,pgaB,-0.071858001,0.32397892,0.415396564
P_01238,pgaC,-0.081362811,0.313753978,0.404909844
P_01239,pgaD,-0.189357291,0.127110263,0.188302994
P_00125,oprD_1,-1.494573104,6.62257E-34,9.18041E-33
P_01240,,-0.40279553,0.000228938,0.000590505
P_01241,,-0.327885496,1.04841E-05,3.19024E-05
P_01242,,-0.201081929,0.446135292,0.537554155
P_01243,,-2.565822941,0.015562115,0.029514534
P_01244,,-0.655808083,0.548505723,0.635677372
P_01245,,-0.234340537,0.283882282,0.373412884
P_01246,,0.471175645,2.02218E-06,6.61647E-06
P_01247,,0.202909316,0.046511252,0.078716625
P_01248,,-2.136573434,1.9433E-44,3.59762E-43
P_01249,,-1.832439928,2.57771E-09,1.09177E-08
P_00126,dppA_2,-1.189851273,1.41661E-35,2.04784E-34
P_01250,,-0.657037909,5.08787E-06,1.6026E-05
P_01251,,0.159324948,0.161977189,0.232338688
P_01252,rpoE_1,0.304777463,0.065545047,0.106200741
P_01253,,-0.050654369,0.780726065,0.830460847
P_01254,rhtC_2,0.22097074,0.27475967,0.363747577
P_01255,fcl,0.210961846,0.250340405,0.336228314
P_01256,argP_2,0.383052823,0.007241976,0.014598419
P_01257,,0.285726225,0.007910216,0.015850814
P_01258,,-0.031004618,0.822279929,0.860666488
P_01259,,-1.11679353,1.85329E-25,1.8562E-24
P_00127,dppA_3,-1.348944666,1.72751E-54,4.0632E-53
P_01260,,0.681285243,7.84152E-24,7.38957E-23
P_01261,,-0.113422176,0.337972334,0.430461789
P_01262,,0.166579321,0.013059701,0.025100343
P_01263,,-0.059518084,0.501030188,0.591405234
P_01264,,0.390074216,0.000363839,0.000911822
P_01265,,0.780191556,1.1288E-18,8.53512E-18
P_01266,,0.096323161,0.714598954,0.778785302
P_01267,,0.197933337,0.175427462,0.248894489
P_01268,,0.10358737,0.696821682,0.763199536
P_01269,,0.284803103,0.40278852,0.496478375
P_00128,dppA_4,-0.195611347,0.030837112,0.054621661
P_01270,,0.942152503,0.071967265,0.115207848
P_01271,,0.165540191,0.139822484,0.204704396
P_01272,traC_3,0.452928467,0.168155454,0.240120465
P_01273,,0.905191923,0.583064054,0.66617651
P_01274,,-0.009450747,0.995161235,0.996550398
P_01275,,0.360345348,0.094488623,0.146164477
P_01276,,0.108201596,0.694557698,0.761862888
P_01277,,0.185296318,0.674012555,0.744735859
P_01278,,0.248849822,0.30946566,0.400456239
P_01279,,-0.223179768,0.541840799,0.629478612
P_00129,,0.094495054,0.445799361,0.537375033
P_01280,,-0.107558926,0.459503446,0.549852018
P_01281,intS_1,0.404938137,3.2749E-07,1.15588E-06
P_01283,,-0.527316291,0.028430003,0.050623577
P_01284,,-0.47716895,0.081357249,0.128095817
P_01285,,0.380391471,0.106722478,0.162375478
P_01286,,0.19386761,0.070254105,0.112811501
P_01287,,-0.645744382,2.21485E-05,6.47202E-05
P_01288,,-0.55547719,0.000470655,0.001160263
P_01289,,-0.329322883,0.002890154,0.006270924
P_01290,,-0.348671117,0.000355736,0.000893465
P_00130,,-0.228595499,0.026720427,0.047876532
P_01291,davD,0.898979441,4.19114E-42,7.40091E-41
P_01292,davT_2,0.729225259,3.00325E-22,2.65572E-21
P_01293,rssB_3,-0.724163393,9.55412E-19,7.24321E-18
P_01294,,-0.120060571,0.365053095,0.458332906
P_01295,,0.153351872,0.038494433,0.066602216
P_01296,,-0.119085269,0.147476058,0.214161209
P_01297,,-0.475704735,0.128127817,0.189614632
P_01298,sbp_1,0.537133385,3.49022E-13,1.9353E-12
P_01299,cysT,-0.223179153,0.133312341,0.196174237
P_01300,cysW_1,-0.132359985,0.337809219,0.430461789
P_00131,regB,-0.887235693,3.09726E-13,1.73079E-12
P_01301,cysA_1,0.345419941,0.000267578,0.000684633
P_01302,maeB,-0.251671766,0.001775517,0.003975689
P_01303,,-0.375042538,0.001138022,0.002644173
P_01304,rpmE,0.376506847,9.87183E-07,3.34639E-06
P_01305,priA,-0.183014871,0.056652259,0.093723642
P_01306,argS,-0.423913344,2.11011E-05,6.17852E-05
P_01307,ftsN,-0.711776753,2.88456E-09,1.21367E-08
P_01308,hslV,-0.766749414,2.73484E-10,1.23877E-09
P_01309,hslU,-0.478377144,2.29861E-06,7.4656E-06
P_01310,,0.000656746,0.996950085,0.997819417
P_00013,,0.071953949,0.831413816,0.867069578
P_00132,regA,0.287076608,0.001088426,0.002534068
P_01311,phaC_1,0.243178627,0.000513898,0.001260906
P_01312,catD_1,-0.120643163,0.29295686,0.383153924
P_01313,phaC_2,-0.572079011,3.81511E-10,1.70256E-09
P_01314,,-1.193141656,2.16681E-10,9.90863E-10
P_01315,,0.314089718,3.6678E-05,0.000104672
P_01316,,0.301751591,0.009838294,0.019382756
P_01317,,0.439598855,0.000375628,0.000939724
P_01318,ubiE_1,0.195127575,0.012419546,0.024022844
P_01319,,-0.360283677,0.005190856,0.010723657
P_01320,ubiB,-1.47758759,1.26912E-44,2.37248E-43
P_00133,bacA,-0.075231732,0.500113866,0.590602567
P_01321,hisI,0.190808944,0.014860532,0.028274943
P_01322,hisE,0.39544292,1.91246E-05,5.6372E-05
P_01323,tatA,0.365667392,2.51289E-05,7.28357E-05
P_01324,tatB,0.406939006,0.000469522,0.001158464
P_01325,tatC,-0.625360954,1.88407E-08,7.40595E-08
P_01326,,-0.423498047,0.00137865,0.003157251
P_01327,mcpQ_1,0.075397829,0.350036606,0.442772776
P_01328,mcpQ_2,-0.196975497,0.404109698,0.497799497
P_01329,glnQ_2,-0.641812394,0.027438957,0.048995699
P_01330,,-0.550475102,0.063761883,0.103868704
P_00134,,0.259072412,0.010535805,0.020643559
P_01331,fliY_3,-0.846422956,3.46385E-05,9.91474E-05
P_01332,pheC_1,0.267543682,0.269694619,0.358033175
P_01333,opgH,-1.114565652,9.84383E-52,2.17284E-50
P_01334,mdoG,-0.699620627,2.25941E-24,2.18295E-23
P_01335,dtd,-0.244611918,0.006433066,0.013059441
P_01336,pip_2,0.14660881,0.070725885,0.113505551
P_01337,,0.688804458,1.11778E-15,7.20782E-15
P_01338,hutI,0.396246653,6.22594E-06,1.94189E-05
P_01339,proY_1,0.437859684,3.56302E-06,1.13664E-05
P_01340,hutH_1,0.043802737,0.680531844,0.750927178
P_00135,,-0.634446129,0.000101053,0.000272018
P_01341,hutH_2,0.245320532,0.0170436,0.032101484
P_01342,opuAA,0.438918721,8.0808E-06,2.49064E-05
P_01343,opuAB_1,0.427017056,9.1276E-07,3.10328E-06
P_01344,,0.347573306,0.023994,0.043562659
P_01345,,0.081839353,0.609737547,0.688971015
P_01346,hutU_1,0.187677431,0.189802512,0.266718075
P_01347,ves,-0.306489005,0.00518158,0.010712208
P_01348,yvoA_1,-0.420409525,0.000138932,0.000367603
P_01349,,0.832614482,5.11165E-25,5.04919E-24
P_01350,blc,0.882026008,5.0777E-30,6.1092E-29
P_00136,,-0.573885362,1.4051E-09,6.07219E-09
P_01351,,0.579001866,1.29581E-12,6.94364E-12
P_01352,fbp_1,-0.55299024,5.70865E-15,3.53419E-14
P_01353,malP,-0.256513783,8.71462E-05,0.000236473
P_01354,,-0.065933246,0.833142998,0.868420876
P_01355,typA,-0.097544275,0.185954795,0.262081181
P_01356,,-0.820379454,0.076185886,0.120882168
P_01357,thiI,0.245888158,0.00066042,0.001590495
P_01358,glnA,-0.931723873,4.22244E-25,4.18525E-24
P_01359,,0.177724599,0.295589323,0.386068985
P_01360,glnL,-0.120399246,0.348609979,0.441454693
P_00138,cdhR_1,-0.837549867,1.20763E-10,5.62091E-10
P_01361,glnG,-0.085452352,0.404120554,0.497799497
P_01362,,-0.011674161,0.930783621,0.946115339
P_01363,trmL_1,-0.010190531,0.935759704,0.95049999
P_01364,secB,-2.125547801,5.98153E-73,2.08048E-71
P_01365,grxC,-1.328441673,1.57895E-13,8.99861E-13
P_01366,yibN,-0.60192432,1.36232E-06,4.54028E-06
P_01367,gpmI,0.245385578,0.000282703,0.000720761
P_01368,envC,-0.743931475,4.04222E-17,2.82218E-16
P_01369,,-0.279763,0.000334259,0.000843214
P_01370,,-0.650337577,5.92407E-08,2.2382E-07
P_00139,mmgC_1,0.487374477,8.7941E-05,0.000238513
P_01371,,-0.29727487,0.006906858,0.013957204
P_01372,hisF,-0.599387611,9.70762E-08,3.60596E-07
P_01373,hisA,-0.56368814,8.49166E-07,2.89736E-06
P_01374,,-0.988108828,1.7353E-06,5.7202E-06
P_01375,hisH,-0.675092957,7.65695E-14,4.44769E-13
P_01376,hisB,-0.046998044,0.532255543,0.620856618
P_01377,,-0.943667819,1.98917E-16,1.33052E-15
P_01378,,0.366600114,7.36832E-08,2.76927E-07
P_01379,mutY,0.184161617,0.017504018,0.032871583
P_01380,,-0.327462459,0.033682693,0.058988396
P_00140,tas,-0.018423116,0.82254089,0.860666488
P_01382,,0.300341378,0.004259547,0.008931482
P_01383,ydiF,-0.113912818,0.404423493,0.498065757
P_01384,,0.054495925,0.81516614,0.855390486
P_01385,,0.187480619,0.296708798,0.38717867
P_01386,dmlR_3,-0.31814749,0.004169584,0.008757889
P_01387,,-0.951311488,3.23853E-08,1.24989E-07
P_01388,,-0.372409022,0.0191703,0.035639245
P_01389,,-0.002242478,0.984396892,0.989050029
P_01390,,0.703420356,8.63901E-12,4.36437E-11
P_01391,,-0.168824322,0.125505999,0.186118586
P_00141,rplM,-0.339787274,3.3701E-05,9.66083E-05
P_01392,,0.187833409,0.129788495,0.191627521
P_01393,aroC,0.224394132,0.002109502,0.004665292
P_01394,hcaT,-0.275713277,0.123686218,0.183799897
P_01395,mtnD,-0.340087707,0.10162996,0.155534491
P_01396,,0.352727932,0.018878345,0.035164825
P_01397,,1.228752904,3.3869E-10,1.51618E-09
P_01398,,0.232314457,0.067337287,0.108614023
P_01399,,0.222239354,0.017226525,0.032392867
P_01400,,-0.077499771,0.447703932,0.538765541
P_01401,,-0.240211691,0.122532546,0.182132681
P_00142,rpsI,-0.435725929,3.48276E-09,1.45895E-08
P_01402,,0.380794051,2.82164E-07,1.00455E-06
P_01403,mdoB_1,-0.597815643,1.32032E-13,7.56218E-13
P_01404,,0.860438605,3.37745E-26,3.49877E-25
P_01405,hcaB_2,0.405317552,7.93255E-05,0.00021627
P_01406,csrA1_1,0.531919288,0.000576487,0.001406658
P_01407,,0.012292678,0.945549201,0.958238896
P_01408,,0.059860361,0.559159564,0.64515817
P_01409,gshAB,0.237572454,0.000651306,0.001573831
P_01410,asnB_2,0.250918562,0.000309343,0.00078415
P_01411,mnmC_1,-0.206857273,0.034208853,0.059763959
P_00014,,0.139548941,0.652376353,0.726846804
P_00143,petA,0.357940901,4.03566E-08,1.53994E-07
P_01412,,-0.075457183,0.312119807,0.403254294
P_01413,fadA_2,0.728934376,5.45335E-13,3.00641E-12
P_01414,yhbE,-0.472474905,0.000867218,0.002044767
P_01415,,-0.225833241,0.11619021,0.174194257
P_01416,fumC_2,0.365626412,7.18642E-07,2.46668E-06
P_01417,,0.284110371,0.000354686,0.000891219
P_01418,bolA,0.082006629,0.377880713,0.470995099
P_01419,,0.45798329,5.08489E-11,2.4278E-10
P_01420,,0.334434666,0.000707873,0.001693407
P_01421,,0.0980354,0.261472223,0.349055382
P_00144,petB,0.444105841,3.46756E-11,1.67511E-10
P_01422,,0.037731117,0.672293695,0.743122788
P_01423,,0.155090861,0.121408817,0.18093098
P_01424,,0.100858438,0.211322249,0.291393173
P_01425,glpE_2,0.177096974,0.024955746,0.045114659
P_01426,,-0.119851404,0.201211373,0.280347674
P_01427,bmrA,0.024558779,0.748788904,0.807307818
P_01428,,0.112477679,0.071151404,0.114092737
P_01429,,0.274810087,4.26043E-05,0.000120804
P_01430,,0.651844335,2.25705E-22,2.00514E-21
P_01431,lldD_2,-0.29432724,0.154516281,0.223142662
P_00145,petC,0.589478765,6.97809E-20,5.57762E-19
P_01432,cynR_2,0.342565259,0.074113947,0.118051607
P_01434,,0.013385887,0.966755619,0.975766883
P_01435,,-0.840065884,1.53385E-05,4.57286E-05
P_01436,,0.2835324,0.113328898,0.170662437
P_01437,,0.067697177,0.627784556,0.704508323
P_01438,,-0.323123446,0.397696981,0.491257635
P_01439,,-0.423173231,0.340983176,0.433326494
P_01440,,-0.808920236,0.296586644,0.38710729
P_01441,czcR_2,-0.425447582,1.36072E-05,4.08275E-05
P_01442,sasA_4,-0.733283427,3.70582E-08,1.41879E-07
P_00146,sspA,-0.185837568,0.177735153,0.251919497
P_01443,,-0.596213323,4.81272E-09,1.98564E-08
P_01444,,-0.202001879,0.655402802,0.729369145
P_01445,,-0.689473232,4.14163E-07,1.44579E-06
P_01446,,0.494807204,3.23886E-13,1.8064E-12
P_01447,,-0.340288263,0.025809362,0.04637443
P_01448,,0.132229414,0.433979254,0.525777272
P_01449,rhaS_3,-0.619932839,3.0996E-05,8.9166E-05
P_01450,,0.071398735,0.854532146,0.885067675
P_01451,,1.026012474,5.65639E-39,9.0676E-38
P_01452,,0.271234893,0.141509895,0.20696363
P_00147,sspB,0.172018149,0.054430995,0.090439919
P_01453,,0.41719041,9.95161E-06,3.03951E-05
P_01454,gbpA,0.196996557,0.117054844,0.175307347
P_01455,chiD,0.237877174,0.022732927,0.041496269
P_01456,gudD,0.364568184,0.120121878,0.1790596
P_01457,ttuB_1,0.358738451,0.008779409,0.0174403
P_01458,lutR_2,-0.559864579,0.000536457,0.00131233
P_01459,trmK,-0.31913137,0.155011764,0.223745602
P_01460,,-0.186118163,0.22571884,0.308525218
P_01461,cmk_2,0.186217405,0.033906966,0.05930877
P_01462,gstB_1,0.485910687,1.15002E-10,5.3571E-10
